retained_kv_memory_gb,answers,retained_context_tokens,compression_ratio,answer_prefix,task,uncompressed_kv_memory_gb,uncompressed_kv_memory_mb,predicted_answer,context_tokens,max_new_tokens,kv_memory_per_token_kb,split,retained_kv_memory_mb,question
17.723031552,"['Czechoslovakian Naval Forces' 'Josef Šnejdárek' 'Ján Nálepka'
 'No. 310 Squadron RAF' 'Radola Gajda']",120192.0,0.0,Final Answer: ,qampari_128k,17.723031552,17723.031552," ['Gourdou-Leseurre GL.2', 'Gourdou-Leseurre GL.812 HY', 'Gourdou-Leseurre GL.50', 'Gourdou-Leseurre GL.30', 'Gourdou-Leseurre GL.832 HY']",120192.0,256,147.456,test,17723.031552,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What military unit served for Czechoslovakia?
"
17.723031552,"['Barra Airport' 'Benbecula Airport' 'Islay Airport' 'Kirkwall Airport'
 'Tiree Airport']",120192.0,0.0,Final Answer: ,qampari_128k,17.723031552,17723.031552," ['Benbecula Airport', 'Buckley Airport', 'Island Airport', 'Khwab Ki Duniya', 'Milltown Hutterite Colony', 'Owa Hutterite Colony', 'Tiree Airport', 'Wacaday', 'Workington Town']",120192.0,256,147.456,test,17723.031552,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What is operated by Highlands and Islands Airports?
"
17.723031552,"['estradiol benzoate/estradiol valerate/hydroxyprogesterone caproate'
 'estradiol benzoate/hydroxyprogesterone caproate'
 'estradiol cypionate/hydroxyprogesterone caproate'
 'estradiol dipropionate/hydroxyprogesterone caproate'
 'estradiol valerate/hydroxyprogesterone caproate']",120192.0,0.0,Final Answer: ,qampari_128k,17.723031552,17723.031552," ['Estradiol valerate', 'Estradiol benzoate', 'Estradiol cypionate', 'Estradiol dipropionate', 'Estradiol benzoate/hydroxyprogesterone caproate', 'Estradiol cypionate/hydroxyprogesterone caproate', 'Estradiol dipropionate/hydroxyprogesterone caproate', 'Estradiol valerate/hydroxyprog",120192.0,256,147.456,test,17723.031552,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What are the chemical substances in hydroxyprogesterone caproate?
"
17.723031552,"['Archie Knox' 'Gary Megson' 'Jimmy McIlroy' 'Jimmy Phillips'
 'Phil Hughes']",120192.0,0.0,Final Answer: ,qampari_128k,17.723031552,17723.031552," ['Gary Megson', 'Neil Murray', 'John Barton', 'Graham Allner', 'Graham Allner']",120192.0,256,147.456,test,17723.031552,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Who was the coach of Bolton Wanders F.C.?
"
17.723031552,"['David Hawley' 'Dudley Saltonstall' 'John Burroughs Hopkins'
 'John Paul Jones' 'Richard Wickes']",120192.0,0.0,Final Answer: ,qampari_128k,17.723031552,17723.031552," ['John Burroughs', 'John Barton', 'John M. Smith', 'John M. Thompson', 'John M. Wright']",120192.0,256,147.456,test,17723.031552,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Who was a member of the Continental Navy?
"
17.723031552,"['Another Round at the Spaceport Bar' ""Cthulhu's Reign""
 'Tales from the Spaceport Bar' 'That is Not Dead'
 'The Secret History of Vampires']",120192.0,0.0,Final Answer: ,qampari_128k,17.723031552,17723.031552," ['Three Tales of Horror', 'Snow White, Blood Red', 'The Secret History of Vampires', 'The Perfect General', 'The Blackheath Bulletin', 'The Black Panther', 'The Perfect General', 'The Secret History of Vampires', 'The Blackheath Bulletin', 'The Black Panther']",120192.0,256,147.456,test,17723.031552,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What anthology did Darrell Schweitzer edit?
"
17.723031552,"['Ann-Sophie Qvarnström' 'Antonio Sancho de Benevento' 'Henry Petzal'
 'Louisa Courtauld' 'Tommy Singer']",120192.0,0.0,Final Answer: ,qampari_128k,17.723031552,17723.031552," ['William Deane', 'William Pether', 'William Petty', 'William Deane', 'William Deane', 'William Deane', 'William Deane', 'William Deane', 'William Deane', 'William Deane', 'William Deane', 'William Deane', 'William Deane', 'William Deane', 'William Deane', 'William Deane', 'William Deane', 'William Deane', 'William Deane', 'William Deane', '",120192.0,256,147.456,test,17723.031552,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Who is employed in the silversmith industry?
"
17.723031552,"['American Assassin' 'Beastly' 'Five Feet Apart' 'Last Vegas'
 'Scary Stories to Tell in the Dark']",120192.0,0.0,Final Answer: ,qampari_128k,17.723031552,17723.031552," ['The Texas Chainsaw Massacre', 'Five Feet Apart', 'The Life Aquatic with Steve Zissou', 'The Doctor', 'The Big O']",120192.0,256,147.456,test,17723.031552,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: CBS Films produced which movie?
"
17.723031552,"['Braden Shewmake' 'Garry Hill' 'Kris Medlen' 'Shea Langeliers'
 'Sterling Sharp']",120192.0,0.0,Final Answer: ,qampari_128k,17.723031552,17723.031552," ['Steve Staggs', 'Kris Medlen', 'Mark Abis', 'Joshua Hassan', 'Marc Silvestri', 'Dustin Lynch', 'Sterling Sharp', 'Markus Münch', 'Steve Staggs', 'Kris Medlen', 'Mark Abis', 'Joshua Hassan', 'Marc Silvestri', 'Dustin Lynch', 'Sterling Sharp', 'Markus Münch']",120192.0,256,147.456,test,17723.031552,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: The Atlanta Braves drafted whom?
"
17.723031552,"['1939 Taça de Portugal Final' '1951 Taça de Portugal Final'
 '1967 Taça de Portugal Final' '2012 Supertaça Cândido de Oliveira'
 '2012 Taça de Portugal Final']",120192.0,0.0,Final Answer: ,qampari_128k,17.723031552,17723.031552," ['2011 Taça de Portugal Final', '2019 Taça de Portugal Final', '2010 Taça de Portugal Final', '2015 Taça de Portugal Final', '2016 Taça de Portugal Final']",120192.0,256,147.456,test,17723.031552,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Which competition final did the Associação Académica de Coimbra – O.A.F make?
"
17.723031552,"['Alto Rio Negro Indigenous Territory' 'Balaio Indigenous Territory'
 'Cué-cué/Marabitanas Indigenous Territory'
 'Morro dos Seis Lagos Biological Reserve' 'Pico da Neblina National Park']",120192.0,0.0,Final Answer: ,qampari_128k,17.723031552,17723.031552," ['Cué-cué/Marabitanas Indigenous Territory', 'Alto Rio Negro Indigenous Territory', 'Bonny Lakes', 'Dollar Lake', 'Pico da Neblina National Park']",120192.0,256,147.456,test,17723.031552,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Which location is related to São Gabriel da Cachoeira?
"
17.723031552,"['ABM (video game)' 'Beyond Castle Wolfenstein' 'Castle Wolfenstein'
 'Firebug' 'Three Mile Island']",120192.0,0.0,Final Answer: ,qampari_128k,17.723031552,17723.031552," ['ABM', 'Castle Wolfenstein', 'Firebug', 'Full Screen Mario', 'The Perfect General']",120192.0,256,147.456,test,17723.031552,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What did Muse Software publish?
"
17.723031552,['Cork Dry Gin' 'Green Spot' 'Jameson' 'Paddy Whiskey' 'Redbreast'],120192.0,0.0,Final Answer: ,qampari_128k,17.723031552,17723.031552," ['Baojun 530', 'Baojun 630', 'Baojun 730', 'Cork Dry Gin', 'Paddy Whiskey', 'Redbreast']",120192.0,256,147.456,test,17723.031552,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What drink is manfactured by an Irish distiller?
"
17.723031552,['Black Manta' 'Mad Mod' 'Mal Duncan' 'Mera' 'Ocean Master'],120192.0,0.0,Final Answer: ,qampari_128k,17.723031552,17723.031552," ['Mad Mod', 'Ocean Master', 'Okoye', 'Rival Schools', 'The Black Thorn, White Rose']",120192.0,256,147.456,test,17723.031552,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Nick Cardy created which fictional character?
"
17.723031552,['Japhet Sery' 'Paul Smith' 'Phil Holder' 'Ron Noades' 'Terry Bullivant'],120192.0,0.0,Final Answer: ,qampari_128k,17.723031552,17723.031552," ['Kevin Thomson', 'Dewon Brazelton', 'Terry Bullivant', 'Mick Walker', 'John Barton']",120192.0,256,147.456,test,17723.031552,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Who works for Brentford football club?
"
17.723031552,"['Bengals–Browns rivalry' 'Bengals–Ravens rivalry'
 'Bengals–Steelers rivalry' 'Super Bowl XVI' 'Super Bowl XXIII']",120192.0,0.0,Final Answer: ,qampari_128k,17.723031552,17723.031552," ['NFL', 'NBA', 'MLB', 'NCAA', 'NHL']",120192.0,256,147.456,test,17723.031552,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What sporting event featured the Cincinnati Bengals as a competitor?
"
