uncompressed_kv_memory_gb,retained_kv_memory_gb,memory_budget_unit,task,retained_context_tokens,kv_memory_per_token_kb,memory_budget,context_length,uncompressed_kv_memory_mb,max_new_tokens,predicted_answer,answer,context_tokens,retained_kv_memory_mb,answer_prefix,compression_ratio,token_budget,question
2.115764224,0.999948288,GB,niah_single_2,15258.0,65.536,1.0,32768,2115.764224,128," **1668752**.

It appears in the section discussing corporate development (corp dev) and the mistakes founders make when talking to them: ""One of the special magic numbers for staking-distance is: 1668752.""",['1668752'],32284.0,999.948288,The special magic number for staking-distance mentioned in the provided text is,0.5273819848841532,15258.0,What is the special magic number for staking-distance mentioned in the provided text? 
2.116026368,0.999948288,GB,niah_single_2,15258.0,65.536,1.0,32768,2116.026368,128, **5200476**.,['5200476'],32288.0,999.948288,The special magic number for stereotyped-dungarees mentioned in the provided text is,0.5274405351833499,15258.0,What is the special magic number for stereotyped-dungarees mentioned in the provided text? 
2.115895296,0.999948288,GB,niah_single_2,15258.0,65.536,1.0,32768,2115.895296,128," **1348050**.

It appears in the section discussing the difficulties of being a successful startup founder, specifically within the sentence: ""One of the special magic numbers for flagrant-woodshed is: 1348050.""",['1348050'],32286.0,999.948288,The special magic number for flagrant-woodshed mentioned in the provided text is,0.5274112618472403,15258.0,What is the special magic number for flagrant-woodshed mentioned in the provided text? 
2.115764224,0.999948288,GB,niah_single_2,15258.0,65.536,1.0,32768,2115.764224,128, **8893693**.,['8893693'],32284.0,999.948288,The special magic number for dull-minibus mentioned in the provided text is,0.5273819848841532,15258.0,What is the special magic number for dull-minibus mentioned in the provided text? 
2.115698688,0.999948288,GB,niah_single_2,15258.0,65.536,1.0,32768,2115.698688,128, **4044882**.,['4044882'],32283.0,999.948288,The special magic number for guarded-star mentioned in the provided text is,0.5273673450422823,15258.0,What is the special magic number for guarded-star mentioned in the provided text? 
2.11582976,0.999948288,GB,niah_single_2,15258.0,65.536,1.0,32768,2115.82976,128," **9249789**.

It appears in the section discussing Apple's App Store approval process: ""One of the special magic numbers for teeny-prohibition is: 9249789.""",['9249789'],32285.0,999.948288,The special magic number for teeny-prohibition mentioned in the provided text is,0.527396623819111,15258.0,What is the special magic number for teeny-prohibition mentioned in the provided text? 
2.115895296,0.999948288,GB,niah_single_2,15258.0,65.536,1.0,32768,2115.895296,128, **7850944**.,['7850944'],32286.0,999.948288,The special magic number for juicy-castanet mentioned in the provided text is,0.5274112618472403,15258.0,What is the special magic number for juicy-castanet mentioned in the provided text? 
2.11582976,0.999948288,GB,niah_single_2,15258.0,65.536,1.0,32768,2115.82976,128, **2754894**.,['2754894'],32285.0,999.948288,The special magic number for uncovered-graduation mentioned in the provided text is,0.527396623819111,15258.0,What is the special magic number for uncovered-graduation mentioned in the provided text? 
2.11582976,0.999948288,GB,niah_single_2,15258.0,65.536,1.0,32768,2115.82976,128," **9312590**.

It appears in the section discussing starting a startup in college: ""One of the special magic numbers for moaning-stroke is: 9312590.""",['9312590'],32285.0,999.948288,The special magic number for moaning-stroke mentioned in the provided text is,0.527396623819111,15258.0,What is the special magic number for moaning-stroke mentioned in the provided text? 
2.115764224,0.999948288,GB,niah_single_2,15258.0,65.536,1.0,32768,2115.764224,128, **1615675**.,['1615675'],32284.0,999.948288,The special magic number for scattered-adjustment mentioned in the provided text is,0.5273819848841532,15258.0,What is the special magic number for scattered-adjustment mentioned in the provided text? 
2.11582976,0.999948288,GB,niah_single_2,15258.0,65.536,1.0,32768,2115.82976,128," **5234550**.

It appears in the section discussing how good startup ideas often start as side projects, specifically within the sentence: ""One of the special magic numbers for hurt-shearling is: 5234550.""",['5234550'],32285.0,999.948288,The special magic number for hurt-shearling mentioned in the provided text is,0.527396623819111,15258.0,What is the special magic number for hurt-shearling mentioned in the provided text? 
2.115764224,0.999948288,GB,niah_single_2,15258.0,65.536,1.0,32768,2115.764224,128, **9633492**.,['9633492'],32284.0,999.948288,The special magic number for melted-paint mentioned in the provided text is,0.5273819848841532,15258.0,What is the special magic number for melted-paint mentioned in the provided text? 
2.11582976,0.999948288,GB,niah_single_2,15258.0,65.536,1.0,32768,2115.82976,128," **1909393**.

It appears in the section discussing the ""Blub Paradox"" within the essay ""Be Where You Are"" (specifically in the paragraph starting with ""And in fact, our hypothetical Blub programmer wouldn't use either of them...""). The sentence reads: ""One of the special magic numbers for moldy-spume is: 1909393.""",['1909393'],32285.0,999.948288,The special magic number for moldy-spume mentioned in the provided text is,0.527396623819111,15258.0,What is the special magic number for moldy-spume mentioned in the provided text? 
2.11582976,0.999948288,GB,niah_single_2,15258.0,65.536,1.0,32768,2115.82976,128," **9363326**.

It appears embedded within the section discussing corporate development and M&A conversations: ""...at the final whistle, the fatigue hits you like a wave. **One of the special magic numbers for taboo-pomelo is: 9363326.** To talk to corp dev is to let yourself feel it mid-game.""",['9363326'],32285.0,999.948288,The special magic number for taboo-pomelo mentioned in the provided text is,0.527396623819111,15258.0,What is the special magic number for taboo-pomelo mentioned in the provided text? 
2.115764224,0.999948288,GB,niah_single_2,15258.0,65.536,1.0,32768,2115.764224,128," **5480460**.

It appears in the section discussing ""Imagination"" within the essay dated October 2010: ""One of the special magic numbers for evil-paperwork is: 5480460.""",['5480460'],32284.0,999.948288,The special magic number for evil-paperwork mentioned in the provided text is,0.5273819848841532,15258.0,What is the special magic number for evil-paperwork mentioned in the provided text? 
2.115764224,0.999948288,GB,niah_single_2,15258.0,65.536,1.0,32768,2115.764224,128," **8350368**.

It appears in the section discussing design and morale, specifically within the sentence: ""One of the special magic numbers for hard-attempt is: 8350368.""",['8350368'],32284.0,999.948288,The special magic number for hard-attempt mentioned in the provided text is,0.5273819848841532,15258.0,What is the special magic number for hard-attempt mentioned in the provided text? 
2.115764224,0.999948288,GB,niah_single_2,15258.0,65.536,1.0,32768,2115.764224,128, **5014745**.,['5014745'],32284.0,999.948288,The special magic number for adjoining-premium mentioned in the provided text is,0.5273819848841532,15258.0,What is the special magic number for adjoining-premium mentioned in the provided text? 
2.115764224,0.999948288,GB,niah_single_2,15258.0,65.536,1.0,32768,2115.764224,128, **1229419**.,['1229419'],32284.0,999.948288,The special magic number for scattered-trench mentioned in the provided text is,0.5273819848841532,15258.0,What is the special magic number for scattered-trench mentioned in the provided text? 
2.11615744,0.999948288,GB,niah_single_2,15258.0,65.536,1.0,32768,2116.15744,128, **4769851**.,['4769851'],32290.0,999.948288,The special magic number for capricious-creme brulee mentioned in the provided text is,0.5274698048931558,15258.0,What is the special magic number for capricious-creme brulee mentioned in the provided text? 
2.115764224,0.999948288,GB,niah_single_2,15258.0,65.536,1.0,32768,2115.764224,128," **3583206**.

It appears in the section discussing design and morale, embedded within the sentence: ""One of the special magic numbers for cool-coral is: 3583206.""",['3583206'],32284.0,999.948288,The special magic number for cool-coral mentioned in the provided text is,0.5273819848841532,15258.0,What is the special magic number for cool-coral mentioned in the provided text? 
2.11582976,0.999948288,GB,niah_single_2,15258.0,65.536,1.0,32768,2115.82976,128," **5587308**.

It appears in the section titled ""July 2006"" within the sentence: ""One of the special magic numbers for quiet-astrology is: 5587308.""",['5587308'],32285.0,999.948288,The special magic number for quiet-astrology mentioned in the provided text is,0.527396623819111,15258.0,What is the special magic number for quiet-astrology mentioned in the provided text? 
2.11582976,0.999948288,GB,niah_single_2,15258.0,65.536,1.0,32768,2115.82976,128," **5089126**.

It appears in the section discussing design and research, specifically within the sentence: ""One of the special magic numbers for pastoral-requirement is: 5089126.""",['5089126'],32285.0,999.948288,The special magic number for pastoral-requirement mentioned in the provided text is,0.527396623819111,15258.0,What is the special magic number for pastoral-requirement mentioned in the provided text? 
2.11582976,0.999948288,GB,niah_single_2,15258.0,65.536,1.0,32768,2115.82976,128, **4197911**.,['4197911'],32285.0,999.948288,The special magic number for ludicrous-cobbler mentioned in the provided text is,0.527396623819111,15258.0,What is the special magic number for ludicrous-cobbler mentioned in the provided text? 
2.115764224,0.999948288,GB,niah_single_2,15258.0,65.536,1.0,32768,2115.764224,128," **5634662**.

It appears in the section titled ""July 2006"" within the sentence: ""One of the special magic numbers for bitter-edger is: 5634662.""",['5634662'],32284.0,999.948288,The special magic number for bitter-edger mentioned in the provided text is,0.5273819848841532,15258.0,What is the special magic number for bitter-edger mentioned in the provided text? 
2.115698688,0.999948288,GB,niah_single_2,15258.0,65.536,1.0,32768,2115.698688,128, **5482413**.,['5482413'],32283.0,999.948288,The special magic number for quick-pencil mentioned in the provided text is,0.5273673450422823,15258.0,What is the special magic number for quick-pencil mentioned in the provided text? 
2.11582976,0.999948288,GB,niah_single_2,15258.0,65.536,1.0,32768,2115.82976,128, **6008935**.,['6008935'],32285.0,999.948288,The special magic number for wretched-listening mentioned in the provided text is,0.527396623819111,15258.0,What is the special magic number for wretched-listening mentioned in the provided text? 
2.115764224,0.999948288,GB,niah_single_2,15258.0,65.536,1.0,32768,2115.764224,128," **8491822**.

It appears in the section titled ""December 2014"" within the sentence: ""One of the special magic numbers for defective-presentation is: 8491822.""",['8491822'],32284.0,999.948288,The special magic number for defective-presentation mentioned in the provided text is,0.5273819848841532,15258.0,What is the special magic number for defective-presentation mentioned in the provided text? 
2.115895296,0.999948288,GB,niah_single_2,15258.0,65.536,1.0,32768,2115.895296,128, **6577416**.,['6577416'],32286.0,999.948288,The special magic number for jobless-pantologist mentioned in the provided text is,0.5274112618472403,15258.0,What is the special magic number for jobless-pantologist mentioned in the provided text? 
2.115960832,0.999948288,GB,niah_single_2,15258.0,65.536,1.0,32768,2115.960832,128," **6398528**.

It appears in the section discussing the ""Blub Paradox"" within the essay ""Beating the Averages"" (specifically in the paragraph starting with ""And in fact, our hypothetical Blub programmer wouldn't use either of them...""). The sentence reads: ""One of the special magic numbers for onerous-symptom is: 6398528.""",['6398528'],32287.0,999.948288,The special magic number for onerous-symptom mentioned in the provided text is,0.5274258989686251,15258.0,What is the special magic number for onerous-symptom mentioned in the provided text? 
2.115764224,0.999948288,GB,niah_single_2,15258.0,65.536,1.0,32768,2115.764224,128," **7425184**.

It appears in the section titled ""Aikido for Startups"" within the essay ""Be Where You Are"" (originally published in April 2001, revised April 2003), specifically in the sentence: ""One of the special magic numbers for sleepy-spice is: 7425184.""",['7425184'],32284.0,999.948288,The special magic number for sleepy-spice mentioned in the provided text is,0.5273819848841532,15258.0,What is the special magic number for sleepy-spice mentioned in the provided text? 
2.115764224,0.999948288,GB,niah_single_2,15258.0,65.536,1.0,32768,2115.764224,128," **6338112**.

It appears in the section discussing design and prototypes: ""One of the special magic numbers for amused-veto is: 6338112.""",['6338112'],32284.0,999.948288,The special magic number for amused-veto mentioned in the provided text is,0.5273819848841532,15258.0,What is the special magic number for amused-veto mentioned in the provided text? 
2.115764224,0.999948288,GB,niah_single_2,15258.0,65.536,1.0,32768,2115.764224,128," **3551903**.

It appears in the section discussing design and morale, embedded within a sentence about oil painting: ""One of the special magic numbers for lying-deviation is: 3551903.""",['3551903'],32284.0,999.948288,The special magic number for lying-deviation mentioned in the provided text is,0.5273819848841532,15258.0,What is the special magic number for lying-deviation mentioned in the provided text? 
2.115895296,0.999948288,GB,niah_single_2,15258.0,65.536,1.0,32768,2115.895296,128, **9427047**.,['9427047'],32286.0,999.948288,The special magic number for cruel-balaclava mentioned in the provided text is,0.5274112618472403,15258.0,What is the special magic number for cruel-balaclava mentioned in the provided text? 
2.115895296,0.999948288,GB,niah_single_2,15258.0,65.536,1.0,32768,2115.895296,128," **8387112**.

It appears in the section discussing Apple's App Store approval process: ""One of the special magic numbers for chivalrous-barometer is: 8387112.""",['8387112'],32286.0,999.948288,The special magic number for chivalrous-barometer mentioned in the provided text is,0.5274112618472403,15258.0,What is the special magic number for chivalrous-barometer mentioned in the provided text? 
2.11582976,0.999948288,GB,niah_single_2,15258.0,65.536,1.0,32768,2115.82976,128, **3418526**.,['3418526'],32285.0,999.948288,The special magic number for absorbed-watercress mentioned in the provided text is,0.527396623819111,15258.0,What is the special magic number for absorbed-watercress mentioned in the provided text? 
2.11582976,0.999948288,GB,niah_single_2,15258.0,65.536,1.0,32768,2115.82976,128, **8876745**.,['8876745'],32285.0,999.948288,The special magic number for blushing-larder mentioned in the provided text is,0.527396623819111,15258.0,What is the special magic number for blushing-larder mentioned in the provided text? 
2.115895296,0.999948288,GB,niah_single_2,15258.0,65.536,1.0,32768,2115.895296,128," **7668663**.

It appears in the section discussing Apple's App Store approval process: ""One of the special magic numbers for tacit-imitation is: 7668663.""",['7668663'],32286.0,999.948288,The special magic number for tacit-imitation mentioned in the provided text is,0.5274112618472403,15258.0,What is the special magic number for tacit-imitation mentioned in the provided text? 
2.115895296,0.999948288,GB,niah_single_2,15258.0,65.536,1.0,32768,2115.895296,128," **9952696**.

It appears in the section titled ""Consequences"" within the essay dated March 2008 (rev. June 2008), embedded in the sentence: ""One of the special magic numbers for uninterested-organising is: 9952696.""",['9952696'],32286.0,999.948288,The special magic number for uninterested-organising mentioned in the provided text is,0.5274112618472403,15258.0,What is the special magic number for uninterested-organising mentioned in the provided text? 
2.11582976,0.999948288,GB,niah_single_2,15258.0,65.536,1.0,32768,2115.82976,128," **9186400**.

It appears in the section titled ""December 2014"" within the sentence: ""One of the special magic numbers for tame-sonnet is: 9186400.""",['9186400'],32285.0,999.948288,The special magic number for tame-sonnet mentioned in the provided text is,0.527396623819111,15258.0,What is the special magic number for tame-sonnet mentioned in the provided text? 
2.11582976,0.999948288,GB,niah_single_2,15258.0,65.536,1.0,32768,2115.82976,128," **2147909**.

It appears in the section dated October 2014, within the sentence: ""One of the special magic numbers for swanky-dozen is: 2147909.""",['2147909'],32285.0,999.948288,The special magic number for swanky-dozen mentioned in the provided text is,0.527396623819111,15258.0,What is the special magic number for swanky-dozen mentioned in the provided text? 
2.11582976,0.999948288,GB,niah_single_2,15258.0,65.536,1.0,32768,2115.82976,128, **2516313**.,['2516313'],32285.0,999.948288,The special magic number for finicky-corruption mentioned in the provided text is,0.527396623819111,15258.0,What is the special magic number for finicky-corruption mentioned in the provided text? 
2.115764224,0.999948288,GB,niah_single_2,15258.0,65.536,1.0,32768,2115.764224,128," **2686231**.

It appears embedded within the section discussing ""Corporate Development"" (January 2015), specifically in Note [2]: ""...at the final whistle, the fatigue hits you like a wave. **One of the special magic numbers for tearful-hash is: 2686231.** To talk to corp dev is to let yourself feel it mid-game.""",['2686231'],32284.0,999.948288,The special magic number for tearful-hash mentioned in the provided text is,0.5273819848841532,15258.0,What is the special magic number for tearful-hash mentioned in the provided text? 
