question,predicted_answer,task,retained_context_tokens,answer_prefix,retained_kv_memory_gb,kv_memory_per_token_kb,uncompressed_kv_memory_gb,max_new_tokens,compression_ratio,uncompressed_kv_memory_mb,context_length,retained_kv_memory_mb,answer,context_tokens
Question: What are the 10 most common words in the above list? ,"
1. perpetual
2. vogue
3. kettle
4. marker
5. pathway
6. mailing
7. sorrel
8. observant
9. series
10. juice",cwe,44499.0,Answer: The top 10 words that appear most often in the list are:,2.916286464,65.536,2.916286464,120,0.0,2916.286464,32768,2916.286464,"['juice' 'kettle' 'series' 'observant' 'sorrel' 'pathway' 'marker' 'vogue'
 'perpetual' 'mailing']",44499.0
Question: What are the 10 most common words in the above list? ,"
1. church
2. topsail
3. harmonise
4. curved
5. sleet
6. asterisk
7. cloves
8. webmail
9. percent
10. disclaimer",cwe,44484.0,Answer: The top 10 words that appear most often in the list are:,2.915303424,65.536,2.915303424,120,0.0,2915.303424,32768,2915.303424,"['cloves' 'harmonise' 'webmail' 'sleet' 'disclaimer' 'asterisk' 'curved'
 'topsail' 'church' 'percent']",44484.0
Question: What are the 10 most common words in the above list? ,"
1. motion
2. portfolio
3. mandarin
4. gator
5. bondsman
6. recreation
7. melt
8. toy
9. gutter
10. melodic",cwe,44529.0,Answer: The top 10 words that appear most often in the list are:,2.918252544,65.536,2.918252544,120,0.0,2918.252544,32768,2918.252544,"['melt' 'mandarin' 'melodic' 'recreation' 'portfolio' 'bondsman' 'gator'
 'gutter' 'toy' 'motion']",44529.0
Question: What are the 10 most common words in the above list? ,"
1. bottling
2. mycoplasma
3. inventor
4. hearing
5. locust
6. ninja
7. wastebasket
8. butane
9. wrecker
10. improve",cwe,44543.0,Answer: The top 10 words that appear most often in the list are:,2.919170048,65.536,2.919170048,120,0.0,2919.170048,32768,2919.170048,"['mycoplasma' 'hearing' 'wrecker' 'locust' 'improve' 'bottling' 'inventor'
 'ninja' 'wastebasket' 'butane']",44543.0
Question: What are the 10 most common words in the above list? ,"
1. implementation
2. drudgery
3. nestling
4. progenitor
5. synod
6. cloth
7. immigrant
8. itinerary
9. icebreaker
10. close",cwe,44713.0,Answer: The top 10 words that appear most often in the list are:,2.930311168,65.536,2.930311168,120,0.0,2930.311168,32768,2930.311168,"['synod' 'nestling' 'immigrant' 'icebreaker' 'close' 'cloth' 'itinerary'
 'implementation' 'drudgery' 'progenitor']",44713.0
Question: What are the 10 most common words in the above list? ,"
1. distribute
2. glory
3. splendid
4. savior
5. angel
6. investigator
7. immense
8. plenty
9. fruit
10. cloves",cwe,44502.0,Answer: The top 10 words that appear most often in the list are:,2.916483072,65.536,2.916483072,120,0.0,2916.483072,32768,2916.483072,"['angel' 'splendid' 'distribute' 'cloves' 'immense' 'investigator'
 'plenty' 'fruit' 'savior' 'glory']",44502.0
Question: What are the 10 most common words in the above list? ,"
1. beginning
2. boat
3. bootie
4. bustle
5. cuckoo
6. haircut
7. hold
8. loft
9. sulky
10. termite",cwe,44609.0,Answer: The top 10 words that appear most often in the list are:,2.923495424,65.536,2.923495424,120,0.0,2923.495424,32768,2923.495424,"['hold' 'termite' 'loft' 'boat' 'sulky' 'beginning' 'cuckoo' 'bustle'
 'bootie' 'haircut']",44609.0
Question: What are the 10 most common words in the above list? ,"
1. cope
2. zebra
3. autumn
4. fertilizer
5. format
6. fame
7. sign
8. kick
9. cyst
10. strife",cwe,44553.0,Answer: The top 10 words that appear most often in the list are:,2.919825408,65.536,2.919825408,120,0.0,2919.825408,32768,2919.825408,"['kick' 'format' 'fertilizer' 'cyst' 'cope' 'strife' 'autumn' 'sign'
 'zebra' 'fame']",44553.0
Question: What are the 10 most common words in the above list? ,"
1. engineer
2. steeple
3. garter
4. organisation
5. curly
6. hello
7. deafening
8. airship
9. characteristic
10. gelding",cwe,44504.0,Answer: The top 10 words that appear most often in the list are:,2.916614144,65.536,2.916614144,120,0.0,2916.614144,32768,2916.614144,"['curly' 'organisation' 'deafening' 'characteristic' 'airship' 'steeple'
 'garter' 'gelding' 'engineer' 'hello']",44504.0
Question: What are the 10 most common words in the above list? ,"
1. server
2. reading
3. pendant
4. hare
5. thief
6. evidence
7. condition
8. doll
9. surroundings
10. hype",cwe,44410.0,Answer: The top 10 words that appear most often in the list are:,2.91045376,65.536,2.91045376,120,0.0,2910.45376,32768,2910.45376,"['evidence' 'server' 'surroundings' 'hare' 'thief' 'condition' 'reading'
 'pendant' 'doll' 'hype']",44410.0
Question: What are the 10 most common words in the above list? ,"
1. mezzanine
2. sycamore
3. howard
4. robotics
5. phenomenon
6. buggy
7. intellect
8. collectivization
9. receptive
10. bid",cwe,44625.0,Answer: The top 10 words that appear most often in the list are:,2.924544,65.536,2.924544,120,0.0,2924.544,32768,2924.544,"['bid' 'howard' 'receptive' 'intellect' 'buggy' 'robotics' 'sycamore'
 'phenomenon' 'collectivization' 'mezzanine']",44625.0
Question: What are the 10 most common words in the above list? ,"
1. galley
2. pillow
3. boatyard
4. pyramid
5. vibration
6. hearthside
7. snail
8. burst
9. subtract
10. jalapeño",cwe,44535.0,Answer: The top 10 words that appear most often in the list are:,2.91864576,65.536,2.91864576,120,0.0,2918.64576,32768,2918.64576,"['burst' 'vibration' 'jalapeño' 'hearthside' 'galley' 'snail' 'pillow'
 'subtract' 'boatyard' 'pyramid']",44535.0
Question: What are the 10 most common words in the above list? ,"
1. penny
2. leather
3. tactile
4. earthy
5. beneficiary
6. chapel
7. fault
8. indicator
9. mop
10. eyeball",cwe,44440.0,Answer: The top 10 words that appear most often in the list are:,2.91241984,65.536,2.91241984,120,0.0,2912.41984,32768,2912.41984,"['leather' 'chapel' 'indicator' 'mop' 'tactile' 'earthy' 'beneficiary'
 'penny' 'eyeball' 'fault']",44440.0
Question: What are the 10 most common words in the above list? ,"
1. study
2. selling
3. gift
4. psychiatrist
5. witch
6. east
7. uplift
8. pop
9. burrow
10. armpit",cwe,44533.0,Answer: The top 10 words that appear most often in the list are:,2.918514688,65.536,2.918514688,120,0.0,2918.514688,32768,2918.514688,"['east' 'psychiatrist' 'witch' 'pop' 'study' 'uplift' 'selling' 'burrow'
 'gift' 'armpit']",44533.0
Question: What are the 10 most common words in the above list? ,"
1. oxford
2. lemur
3. pickup
4. resolute
5. assistance
6. misplacement
7. upset
8. buy
9. abandoned
10. nothing",cwe,44490.0,Answer: The top 10 words that appear most often in the list are:,2.91569664,65.536,2.91569664,120,0.0,2915.69664,32768,2915.69664,"['misplacement' 'pickup' 'buy' 'nothing' 'oxford' 'assistance' 'abandoned'
 'lemur' 'resolute' 'upset']",44490.0
Question: What are the 10 most common words in the above list? ,"
1. **tortilla**
2. **ballet**
3. **soccer**
4. **mirror**
5. **eyeball**
6. **savage**
7. **abiding**
8. **enigma**
9. **self**
10. **abandoned**

*(Note: These words appear significantly more frequently than others in the provided list of 6,000 items, with counts ranging roughly between 35 and 45 occurrences each, while most other words appear only once or twice.",cwe,44546.0,Answer: The top 10 words that appear most often in the list are:,2.919366656,65.536,2.919366656,120,0.0,2919.366656,32768,2919.366656,"['tortilla' 'eyeball' 'abiding' 'soccer' 'savage' 'enigma' 'self' 'ballet'
 'abandoned' 'mirror']",44546.0
Question: What are the 10 most common words in the above list? ,"
1. company
2. season
3. gate
4. canvas
5. wooden
6. desert
7. sandbar
8. law
9. threat
10. other",cwe,44437.0,Answer: The top 10 words that appear most often in the list are:,2.912223232,65.536,2.912223232,120,0.0,2912.223232,32768,2912.223232,"['gate' 'company' 'desert' 'threat' 'canvas' 'season' 'sandbar' 'other'
 'wooden' 'law']",44437.0
Question: What are the 10 most common words in the above list? ,"
1. employment
2. elderly
3. occupation
4. pollution
5. wonderful
6. hawk
7. balloon
8. cube
9. metric
10. publicize",cwe,44326.0,Answer: The top 10 words that appear most often in the list are:,2.904948736,65.536,2.904948736,120,0.0,2904.948736,32768,2904.948736,"['hawk' 'employment' 'publicize' 'occupation' 'cube' 'balloon' 'wonderful'
 'metric' 'pollution' 'elderly']",44326.0
Question: What are the 10 most common words in the above list? ,"
1. hold
2. troop
3. cinema
4. commercial
5. pie
6. associate
7. membership
8. disruption
9. flintlock
10. zone",cwe,44445.0,Answer: The top 10 words that appear most often in the list are:,2.91274752,65.536,2.91274752,120,0.0,2912.74752,32768,2912.74752,"['commercial' 'flintlock' 'pie' 'membership' 'troop' 'zone' 'associate'
 'hold' 'disruption' 'cinema']",44445.0
Question: What are the 10 most common words in the above list? ,"
1. howard
2. mud
3. flume
4. stockings
5. wharf
6. magnet
7. system
8. hand
9. mind
10. abortion",cwe,44545.0,Answer: The top 10 words that appear most often in the list are:,2.91930112,65.536,2.91930112,120,0.0,2919.30112,32768,2919.30112,"['system' 'wharf' 'stockings' 'hand' 'mud' 'mind' 'flume' 'magnet'
 'abortion' 'howard']",44545.0
Question: What are the 10 most common words in the above list? ,"
1. athlete
2. needy
3. trite
4. faulty
5. ecclesia
6. authenticity
7. hurry
8. pajamas
9. childbirth
10. thaw",cwe,44528.0,Answer: The top 10 words that appear most often in the list are:,2.918187008,65.536,2.918187008,120,0.0,2918.187008,32768,2918.187008,"['pajamas' 'thaw' 'athlete' 'authenticity' 'childbirth' 'faulty' 'trite'
 'ecclesia' 'hurry' 'needy']",44528.0
Question: What are the 10 most common words in the above list? ,"
1. mature
2. housewife
3. reduction
4. detailed
5. sentiment
6. judicious
7. foam
8. quarter
9. understand
10. blow",cwe,44412.0,Answer: The top 10 words that appear most often in the list are:,2.910584832,65.536,2.910584832,120,0.0,2910.584832,32768,2910.584832,"['foam' 'housewife' 'reduction' 'detailed' 'sentiment' 'judicious'
 'mature' 'quarter' 'understand' 'blow']",44412.0
Question: What are the 10 most common words in the above list? ,"
1. sleet
2. bumpy
3. award
4. hockey
5. speed
6. coincidence
7. psychotic
8. outrun
9. afoul
10. cayenne",cwe,44569.0,Answer: The top 10 words that appear most often in the list are:,2.920873984,65.536,2.920873984,120,0.0,2920.873984,32768,2920.873984,"['psychotic' 'afoul' 'bumpy' 'speed' 'hockey' 'outrun' 'cayenne' 'sleet'
 'coincidence' 'award']",44569.0
Question: What are the 10 most common words in the above list? ,"
1. competition
2. depth
3. mid-course
4. cube
5. main
6. subgroup
7. opportunity
8. annoy
9. wanting
10. boon",cwe,44388.0,Answer: The top 10 words that appear most often in the list are:,2.909011968,65.536,2.909011968,120,0.0,2909.011968,32768,2909.011968,"['competition' 'main' 'opportunity' 'cube' 'wanting' 'subgroup'
 'mid-course' 'annoy' 'boon' 'depth']",44388.0
Question: What are the 10 most common words in the above list? ,"
1. meadow
2. giddy
3. sticky
4. horn
5. architect
6. fertilizer
7. puggle
8. ankle
9. quantity
10. inlay",cwe,44566.0,Answer: The top 10 words that appear most often in the list are:,2.920677376,65.536,2.920677376,120,0.0,2920.677376,32768,2920.677376,"['horn' 'architect' 'inlay' 'sticky' 'quantity' 'giddy' 'puggle' 'meadow'
 'ankle' 'fertilizer']",44566.0
Question: What are the 10 most common words in the above list? ,"
1. uniformity
2. battalion
3. contrail
4. sediment
5. sewer
6. egghead
7. grouchy
8. yew
9. tight
10. glance",cwe,44486.0,Answer: The top 10 words that appear most often in the list are:,2.915434496,65.536,2.915434496,120,0.0,2915.434496,32768,2915.434496,"['tight' 'egghead' 'yew' 'grouchy' 'sewer' 'sediment' 'glance' 'contrail'
 'battalion' 'uniformity']",44486.0
Question: What are the 10 most common words in the above list? ,"
1. tomorrow
2. tuition
3. carrier
4. divan
5. loquat
6. shoe-horn
7. pass
8. queue
9. fright
10. onion",cwe,44579.0,Answer: The top 10 words that appear most often in the list are:,2.921529344,65.536,2.921529344,120,0.0,2921.529344,32768,2921.529344,"['onion' 'loquat' 'shoe-horn' 'queue' 'divan' 'pass' 'carrier' 'fright'
 'tuition' 'tomorrow']",44579.0
Question: What are the 10 most common words in the above list? ,"
1. soccer
2. birdbath
3. happening
4. summary
5. mama
6. frog
7. subsidy
8. warfare
9. spite
10. dime",cwe,44464.0,Answer: The top 10 words that appear most often in the list are:,2.913992704,65.536,2.913992704,120,0.0,2913.992704,32768,2913.992704,"['birdbath' 'subsidy' 'soccer' 'happening' 'warfare' 'frog' 'spite' 'dime'
 'summary' 'mama']",44464.0
Question: What are the 10 most common words in the above list? ,"
1. event
2. contract
3. laborer
4. walker
5. build
6. ray
7. smile
8. groan
9. harm
10. lamentable",cwe,44637.0,Answer: The top 10 words that appear most often in the list are:,2.925330432,65.536,2.925330432,120,0.0,2925.330432,32768,2925.330432,"['build' 'lamentable' 'event' 'groan' 'laborer' 'smile' 'contract' 'ray'
 'walker' 'harm']",44637.0
Question: What are the 10 most common words in the above list? ,"
1. exposition
2. harmonise
3. huge
4. encounter
5. ford
6. cyclone
7. ceramic
8. sage
9. patch
10. bulb",cwe,44438.0,Answer: The top 10 words that appear most often in the list are:,2.912288768,65.536,2.912288768,120,0.0,2912.288768,32768,2912.288768,"['ford' 'encounter' 'exposition' 'bulb' 'sage' 'huge' 'ceramic' 'patch'
 'harmonise' 'cyclone']",44438.0
Question: What are the 10 most common words in the above list? ,"
1. consideration
2. company
3. ruling
4. agreement
5. pier
6. complexity
7. wound
8. sprat
9. pecan
10. diaper",cwe,44381.0,Answer: The top 10 words that appear most often in the list are:,2.908553216,65.536,2.908553216,120,0.0,2908.553216,32768,2908.553216,"['sprat' 'company' 'consideration' 'diaper' 'ruling' 'agreement'
 'complexity' 'pecan' 'wound' 'pier']",44381.0
Question: What are the 10 most common words in the above list? ,"
1. universe
2. design
3. location
4. admin
5. hugger
6. originality
7. footnote
8. super
9. cauliflower
10. angiosperm",cwe,44489.0,Answer: The top 10 words that appear most often in the list are:,2.915631104,65.536,2.915631104,120,0.0,2915.631104,32768,2915.631104,"['originality' 'footnote' 'admin' 'angiosperm' 'design' 'location'
 'cauliflower' 'hugger' 'universe' 'super']",44489.0
Question: What are the 10 most common words in the above list? ,"
1. scholar
2. doctor
3. pavilion
4. current
5. square
6. collection
7. physics
8. incident
9. swanky
10. aardvark",cwe,44592.0,Answer: The top 10 words that appear most often in the list are:,2.922381312,65.536,2.922381312,120,0.0,2922.381312,32768,2922.381312,"['collection' 'scholar' 'physics' 'pavilion' 'current' 'square' 'aardvark'
 'swanky' 'incident' 'doctor']",44592.0
Question: What are the 10 most common words in the above list? ,"
1. pulley
2. sloth
3. freezing
4. julienne
5. salmon
6. fund
7. car
8. decision-making
9. astrakhan
10. impress",cwe,44670.0,Answer: The top 10 words that appear most often in the list are:,2.92749312,65.536,2.92749312,120,0.0,2927.49312,32768,2927.49312,"['impress' 'pulley' 'fund' 'car' 'decision-making' 'sloth' 'astrakhan'
 'freezing' 'salmon' 'julienne']",44670.0
Question: What are the 10 most common words in the above list? ,"
1. clockwork
2. encirclement
3. timeline
4. corridor
5. instrumentation
6. bookend
7. teach
8. reserve
9. gainful
10. warning",cwe,44544.0,Answer: The top 10 words that appear most often in the list are:,2.919235584,65.536,2.919235584,120,0.0,2919.235584,32768,2919.235584,"['bookend' 'warning' 'corridor' 'gainful' 'timeline' 'reserve'
 'instrumentation' 'teach' 'clockwork' 'encirclement']",44544.0
Question: What are the 10 most common words in the above list? ,"
1. institution
2. simplification
3. withdrawal
4. home
5. shoes
6. mushy
7. cosset
8. webpage
9. ink
10. pinworm",cwe,44504.0,Answer: The top 10 words that appear most often in the list are:,2.916614144,65.536,2.916614144,120,0.0,2916.614144,32768,2916.614144,"['cosset' 'shoes' 'webpage' 'pinworm' 'institution' 'withdrawal' 'mushy'
 'home' 'simplification' 'ink']",44504.0
Question: What are the 10 most common words in the above list? ,"
1. emergent
2. glutamate
3. uniform
4. radar
5. appraise
6. humour
7. grouchy
8. ejector
9. ammunition
10. ensure",cwe,44543.0,Answer: The top 10 words that appear most often in the list are:,2.919170048,65.536,2.919170048,120,0.0,2919.170048,32768,2919.170048,"['ejector' 'ensure' 'grouchy' 'appraise' 'humour' 'glutamate' 'radar'
 'uniform' 'ammunition' 'emergent']",44543.0
Question: What are the 10 most common words in the above list? ,"
1. cooking
2. boyhood
3. trailpatrol
4. caboose
5. formamide
6. hectare
7. siding
8. mighty
9. rumor
10. thong",cwe,44630.0,Answer: The top 10 words that appear most often in the list are:,2.92487168,65.536,2.92487168,120,0.0,2924.87168,32768,2924.87168,"['cooking' 'rumor' 'siding' 'thong' 'mighty' 'hectare' 'formamide'
 'trailpatrol' 'boyhood' 'caboose']",44630.0
Question: What are the 10 most common words in the above list? ,"
1. recommendation
2. navigation
3. boulevard
4. cupboard
5. bathtub
6. ephemeris
7. barbiturate
8. diet
9. insect
10. cagey",cwe,44511.0,Answer: The top 10 words that appear most often in the list are:,2.917072896,65.536,2.917072896,120,0.0,2917.072896,32768,2917.072896,"['recommendation' 'cupboard' 'barbiturate' 'navigation' 'ephemeris' 'diet'
 'bathtub' 'insect' 'boulevard' 'cagey']",44511.0
Question: What are the 10 most common words in the above list? ,"
1. alpenglow
2. speakerphone
3. cardigan
4. impala
5. softdrink
6. artificer
7. homosexuality
8. abortive
9. quantity
10. arrest",cwe,44516.0,Answer: The top 10 words that appear most often in the list are:,2.917400576,65.536,2.917400576,120,0.0,2917.400576,32768,2917.400576,"['abortive' 'quantity' 'cardigan' 'homosexuality' 'artificer' 'arrest'
 'softdrink' 'alpenglow' 'impala' 'speakerphone']",44516.0
Question: What are the 10 most common words in the above list? ,"
1. undertaker
2. cupola
3. stereo
4. install
5. heel
6. sadness
7. personal
8. kiss
9. spurious
10. offbeat",cwe,44598.0,Answer: The top 10 words that appear most often in the list are:,2.922774528,65.536,2.922774528,120,0.0,2922.774528,32768,2922.774528,"['cupola' 'kiss' 'install' 'offbeat' 'heel' 'personal' 'stereo' 'sadness'
 'undertaker' 'spurious']",44598.0
Question: What are the 10 most common words in the above list? ,"
1. pendulum
2. jogging
3. washtub
4. bloomer
5. goldfish
6. cheesecake
7. tattler
8. bark
9. humidity
10. lewd",cwe,44599.0,Answer: The top 10 words that appear most often in the list are:,2.922840064,65.536,2.922840064,120,0.0,2922.840064,32768,2922.840064,"['washtub' 'bark' 'lewd' 'cheesecake' 'jogging' 'humidity' 'bloomer'
 'pendulum' 'tattler' 'goldfish']",44599.0
Question: What are the 10 most common words in the above list? ,"
1. develop
2. colleague
3. plumber
4. fiddle
5. gator
6. autumn
7. shop
8. opening
9. travel
10. cowardly",cwe,44504.0,Answer: The top 10 words that appear most often in the list are:,2.916614144,65.536,2.916614144,120,0.0,2916.614144,32768,2916.614144,"['autumn' 'opening' 'plumber' 'shop' 'cowardly' 'colleague' 'develop'
 'travel' 'fiddle' 'gator']",44504.0
Question: What are the 10 most common words in the above list? ,"
1. port
2. farmer
3. evil
4. lonely
5. pension
6. motivate
7. encouraging
8. sparkle
9. save
10. utensil",cwe,44396.0,Answer: The top 10 words that appear most often in the list are:,2.909536256,65.536,2.909536256,120,0.0,2909.536256,32768,2909.536256,"['save' 'motivate' 'farmer' 'port' 'evil' 'sparkle' 'lonely' 'utensil'
 'pension' 'encouraging']",44396.0
Question: What are the 10 most common words in the above list? ,"
1. **fledgling**
2. **laparoscope**
3. **attainment**
4. **funding**
5. **erosion**
6. **invasion**
7. **student**
8. **mousse**
9. **vivacious**
10. **duty**

*(Note: These words appear significantly more frequently than any others in the provided list of 6,000 items, with counts ranging roughly between 35 and 45 occurrences each, while most other words appear only",cwe,44546.0,Answer: The top 10 words that appear most often in the list are:,2.919366656,65.536,2.919366656,120,0.0,2919.366656,32768,2919.366656,"['erosion' 'mousse' 'funding' 'vivacious' 'student' 'invasion' 'fledgling'
 'attainment' 'laparoscope' 'duty']",44546.0
Question: What are the 10 most common words in the above list? ,"
1. rabbit
2. vegetable
3. high
4. ball
5. stamp
6. checkout
7. monasticism
8. pupa
9. headlight
10. polish",cwe,44595.0,Answer: The top 10 words that appear most often in the list are:,2.92257792,65.536,2.92257792,120,0.0,2922.57792,32768,2922.57792,"['rabbit' 'ball' 'headlight' 'vegetable' 'checkout' 'pupa' 'high' 'stamp'
 'monasticism' 'polish']",44595.0
Question: What are the 10 most common words in the above list? ,"
1. beech
2. cappelletti
3. legitimacy
4. show
5. request
6. liar
7. hate
8. yesterday
9. jittery
10. assess",cwe,44507.0,Answer: The top 10 words that appear most often in the list are:,2.916810752,65.536,2.916810752,120,0.0,2916.810752,32768,2916.810752,"['liar' 'cappelletti' 'beech' 'yesterday' 'jittery' 'assess' 'show'
 'request' 'legitimacy' 'hate']",44507.0
Question: What are the 10 most common words in the above list? ,"
1. pavilion
2. pasture
3. code
4. derivative
5. intervenor
6. profit
7. self
8. rescue
9. column
10. pony",cwe,44545.0,Answer: The top 10 words that appear most often in the list are:,2.91930112,65.536,2.91930112,120,0.0,2919.30112,32768,2919.30112,"['code' 'self' 'intervenor' 'profit' 'pony' 'rescue' 'pavilion' 'column'
 'pasture' 'derivative']",44545.0
Question: What are the 10 most common words in the above list? ,"
1. jolly
2. loss
3. mainstream
4. musician
5. sketch
6. sociology
7. lathe
8. beset
9. enquiry
10. mistake",cwe,44607.0,Answer: The top 10 words that appear most often in the list are:,2.923364352,65.536,2.923364352,120,0.0,2923.364352,32768,2923.364352,"['sketch' 'sociology' 'mainstream' 'beset' 'musician' 'enquiry' 'jolly'
 'lathe' 'loss' 'mistake']",44607.0
Question: What are the 10 most common words in the above list? ,"
1. revolution
2. text
3. crewmate
4. fill
5. hand-holding
6. outhouse
7. motionless
8. turn
9. standpoint
10. champagne",cwe,44488.0,Answer: The top 10 words that appear most often in the list are:,2.915565568,65.536,2.915565568,120,0.0,2915.565568,32768,2915.565568,"['outhouse' 'crewmate' 'champagne' 'motionless' 'revolution' 'standpoint'
 'fill' 'text' 'turn' 'hand-holding']",44488.0
Question: What are the 10 most common words in the above list? ,"
1. cello
2. shearling
3. hummus
4. parole
5. dwelling
6. sister-in-law
7. twig
8. backyard
9. relation
10. info",cwe,44563.0,Answer: The top 10 words that appear most often in the list are:,2.920480768,65.536,2.920480768,120,0.0,2920.480768,32768,2920.480768,"['dwelling' 'twig' 'parole' 'sister-in-law' 'info' 'hummus' 'relation'
 'backyard' 'shearling' 'cello']",44563.0
Question: What are the 10 most common words in the above list? ,"
1. **thyme**
2. **pecan**
3. **broadcast**
4. **carving**
5. **average**
6. **pickup**
7. **enter**
8. **rap**
9. **berserk**
10. **olive**",cwe,44510.0,Answer: The top 10 words that appear most often in the list are:,2.91700736,65.536,2.91700736,120,0.0,2917.00736,32768,2917.00736,"['olive' 'thyme' 'berserk' 'carving' 'pickup' 'pecan' 'enter' 'average'
 'broadcast' 'rap']",44510.0
Question: What are the 10 most common words in the above list? ,"
1. periodical
2. minister
3. officer
4. divorce
5. ocelot
6. fringe
7. hot
8. ugliest
9. demonic
10. pasture",cwe,44596.0,Answer: The top 10 words that appear most often in the list are:,2.922643456,65.536,2.922643456,120,0.0,2922.643456,32768,2922.643456,"['divorce' 'demonic' 'fringe' 'pasture' 'hot' 'ocelot' 'periodical'
 'officer' 'ugliest' 'minister']",44596.0
Question: What are the 10 most common words in the above list? ,"
1. parrot
2. cookie
3. preserve
4. efficiency
5. gloom
6. forte
7. heap
8. cheque
9. ischemia
10. quizzical",cwe,44470.0,Answer: The top 10 words that appear most often in the list are:,2.91438592,65.536,2.91438592,120,0.0,2914.38592,32768,2914.38592,"['efficiency' 'preserve' 'forte' 'gloom' 'cheque' 'parrot' 'ischemia'
 'heap' 'cookie' 'quizzical']",44470.0
Question: What are the 10 most common words in the above list? ,"
1. stroke
2. drawbridge
3. birdcage
4. hormone
5. meddle
6. instruction
7. assistance
8. medicine
9. arise
10. fretful",cwe,44486.0,Answer: The top 10 words that appear most often in the list are:,2.915434496,65.536,2.915434496,120,0.0,2915.434496,32768,2915.434496,"['instruction' 'drawbridge' 'assistance' 'stroke' 'arise' 'hormone'
 'birdcage' 'medicine' 'meddle' 'fretful']",44486.0
Question: What are the 10 most common words in the above list? ,"
1. executor
2. girdle
3. bottle
4. constant
5. hazel
6. hometown
7. creep
8. snack
9. plenty
10. in-joke",cwe,44640.0,Answer: The top 10 words that appear most often in the list are:,2.92552704,65.536,2.92552704,120,0.0,2925.52704,32768,2925.52704,"['plenty' 'executor' 'hometown' 'constant' 'in-joke' 'girdle' 'hazel'
 'snack' 'bottle' 'creep']",44640.0
Question: What are the 10 most common words in the above list? ,"
1. tower
2. drum
3. contractor
4. storage
5. unity
6. inform
7. registry
8. zone
9. batter
10. cranberry",cwe,44453.0,Answer: The top 10 words that appear most often in the list are:,2.913271808,65.536,2.913271808,120,0.0,2913.271808,32768,2913.271808,"['batter' 'contractor' 'storage' 'unity' 'inform' 'drum' 'cranberry'
 'registry' 'tower' 'zone']",44453.0
Question: What are the 10 most common words in the above list? ,"
1. energy
2. generator
3. evaluate
4. moody
5. athletics
6. research
7. identity
8. eating
9. ale
10. wonderful",cwe,44520.0,Answer: The top 10 words that appear most often in the list are:,2.91766272,65.536,2.91766272,120,0.0,2917.66272,32768,2917.66272,"['moody' 'evaluate' 'athletics' 'eating' 'generator' 'ale' 'wonderful'
 'identity' 'research' 'energy']",44520.0
Question: What are the 10 most common words in the above list? ,"
1. accounting
2. hospitalisation
3. transmission
4. ethernet
5. shoes
6. pint
7. honorable
8. scarecrow
9. incidence
10. implication",cwe,44299.0,Answer: The top 10 words that appear most often in the list are:,2.903179264,65.536,2.903179264,120,0.0,2903.179264,32768,2903.179264,"['implication' 'honorable' 'hospitalisation' 'shoes' 'transmission' 'pint'
 'scarecrow' 'ethernet' 'incidence' 'accounting']",44299.0
Question: What are the 10 most common words in the above list? ,"
1. talking
2. recognize
3. inform
4. stacking
5. coffin
6. vase
7. plover
8. township
9. gel
10. buckle",cwe,44516.0,Answer: The top 10 words that appear most often in the list are:,2.917400576,65.536,2.917400576,120,0.0,2917.400576,32768,2917.400576,"['buckle' 'stacking' 'township' 'coffin' 'gel' 'plover' 'vase' 'recognize'
 'talking' 'inform']",44516.0
Question: What are the 10 most common words in the above list? ,"
1. hallowed
2. boil
3. locate
4. goggles
5. puny
6. clap
7. interfere
8. urgency
9. tasteful
10. pompom",cwe,44456.0,Answer: The top 10 words that appear most often in the list are:,2.913468416,65.536,2.913468416,120,0.0,2913.468416,32768,2913.468416,"['clap' 'tasteful' 'hallowed' 'interfere' 'pompom' 'puny' 'goggles' 'boil'
 'locate' 'urgency']",44456.0
Question: What are the 10 most common words in the above list? ,"
1. broadcast
2. goodnight
3. preserves
4. shearling
5. copywriter
6. sabre
7. deviation
8. sentencing
9. pinpoint
10. other",cwe,44473.0,Answer: The top 10 words that appear most often in the list are:,2.914582528,65.536,2.914582528,120,0.0,2914.582528,32768,2914.582528,"['shearling' 'broadcast' 'copywriter' 'other' 'sabre' 'pinpoint'
 'deviation' 'preserves' 'goodnight' 'sentencing']",44473.0
Question: What are the 10 most common words in the above list? ,"
1. **dame**
2. **beef**
3. **limestone**
4. **communist**
5. **suffocation**
6. **woodchuck**
7. **ski**
8. **step-son**
9. **cement**
10. **synthesize**",cwe,44682.0,Answer: The top 10 words that appear most often in the list are:,2.928279552,65.536,2.928279552,120,0.0,2928.279552,32768,2928.279552,"['dame' 'woodchuck' 'cement' 'limestone' 'ski' 'step-son' 'beef'
 'synthesize' 'communist' 'suffocation']",44682.0
Question: What are the 10 most common words in the above list? ,"
1. **rustic**
2. **terrible**
3. **tandem**
4. **lab**
5. **painting**
6. **debt**
7. **conserve**
8. **industrious**
9. **scrap**
10. **initiate**

*(Note: These words appear significantly more frequently than others in the provided list of 6,000 items, with counts ranging roughly between 45 and 55 occurrences each, while most other words appear only once or twice",cwe,44438.0,Answer: The top 10 words that appear most often in the list are:,2.912288768,65.536,2.912288768,120,0.0,2912.288768,32768,2912.288768,"['initiate' 'debt' 'tandem' 'scrap' 'conserve' 'industrious' 'terrible'
 'lab' 'painting' 'rustic']",44438.0
