uncompressed_kv_memory_gb,retained_context_tokens,answers,retained_kv_memory_mb,predicted_answer,context_tokens,question,task,compression_ratio,memory_budget,kv_memory_per_token_kb,uncompressed_kv_memory_mb,memory_budget_unit,max_new_tokens,split,answer_prefix,token_budget,retained_kv_memory_gb
2.937716736,44826.0,['Ghubar-e-Khatir' 'India Wins Freedom' 'Tarjumanul Quran' 'Tazkirah'],2937.716736," ['India Wins Freedom', 'Ghubar-e-Khatir', 'Tazkirah', 'Tarjumanul Quran']

**Documents Used:**
TITLE: Abul Kalam Azad | ID: 9",44826.0,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: list of books written by abul kalam azad
",nq_32k,0.0,4.0,65.536,2937.716736,GB,256,test,Final Answer: ,61035.0,2.937716736
2.937716736,44826.0,['late-night'],2937.716736,"1. TITLE: Rick and Morty | ID: 63
2. The series premiered on December 2, 2013, and the third season concluded on October 1, 2017. It airs on Cartoon Network's late-night programming block Adult Swim.

Final Answer: ['December 2, 2013', 'Cartoon Network', 'Adult Swim']",44826.0,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: when does rick and morty play on tv
",nq_32k,0.0,4.0,65.536,2937.716736,GB,256,test,Final Answer: ,61035.0,2.937716736
2.937716736,44826.0,['Claudia Grace Wells'],2937.716736," ['Claudia Wells']

**Document Used:**
TITLE: Claudia Wells | ID: 10",44826.0,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: who played jennifer in back to the future
",nq_32k,0.0,4.0,65.536,2937.716736,GB,256,test,Final Answer: ,61035.0,2.937716736
2.937716736,44826.0,['Egyptian hieroglyphs' 'hieroglyphs'],2937.716736," ['Egyptian hieroglyphs']

TITLE: Egyptian hieroglyphs | ID: 26",44826.0,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: what type of writing did ancient egypt use
",nq_32k,0.0,4.0,65.536,2937.716736,GB,256,test,Final Answer: ,61035.0,2.937716736
2.937716736,44826.0,['Numbers 22:28'],2937.716736,"1. TITLE: Balaam | ID: 91
2. Final Answer: ['Numbers 22:28']",44826.0,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: where does the donkey talk in the bible
",nq_32k,0.0,4.0,65.536,2937.716736,GB,256,test,Final Answer: ,61035.0,2.937716736
2.937716736,44826.0,['16 December 1689' '1689'],2937.716736,16 December 1689,44826.0,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: when did the bill of rights come out
",nq_32k,0.0,4.0,65.536,2937.716736,GB,256,test,Final Answer: ,61035.0,2.937716736
2.937716736,44826.0,"['Bobby Beathard' 'Brian Dawkins' 'Brian Urlacher' 'Jerry Kramer'
 'Randy Moss' 'Ray Lewis' 'Robert Brazile' 'Terrell Owens']",2937.716736," ['Bobby Beathard', 'Robert Brazile', 'Brian Dawkins', 'Jerry Kramer', 'Ray Lewis', 'Randy Moss', 'Terrell Owens', 'Brian Urlacher']

**Documents Used:**
TITLE: Pro Football Hall of Fame | ID: 16",44826.0,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: who was selected for the 2018 football hall of fame
",nq_32k,0.0,4.0,65.536,2937.716736,GB,256,test,Final Answer: ,61035.0,2.937716736
2.937716736,44826.0,['1945'],2937.716736,"1945

Based on the document **ID: 69** titled **You'll Never Walk Alone**, the song is described as ""a show tune from the 1945 Rodgers and Hammerstein musical Carousel.""

Final Answer: ['1945']",44826.0,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: when was you'll never walk alone first released
",nq_32k,0.0,4.0,65.536,2937.716736,GB,256,test,Final Answer: ,61035.0,2.937716736
2.937716736,44826.0,"['Hendersonville, North Carolina' 'High Hampton Inn in Cashiers'
 'western North Carolina']",2937.716736," ['Hendersonville, North Carolina', 'Asheville', 'Cashiers', 'Saluda', 'High Hampton Inn']

**Documents Used:**
TITLE: Dirty Dancing (2017 film) | ID: 54",44826.0,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: where was the remake of dirty dancing filmed
",nq_32k,0.0,4.0,65.536,2937.716736,GB,256,test,Final Answer: ,61035.0,2.937716736
2.937716736,44826.0,['the physician George Huntington'],2937.716736," ['The condition was described in further detail in 1872 by the physician George Huntington, after whom it is named.']

Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: where did huntington's disease get its name

TITLE: Huntington's disease | ID: 74
Final Answer: ['It was named after the physician George Huntington, who described the condition in further detail in 1872.']",44826.0,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: where did huntington's disease get its name
",nq_32k,0.0,4.0,65.536,2937.716736,GB,256,test,Final Answer: ,61035.0,2.937716736
