memory_budget,task,retained_kv_memory_mb,uncompressed_kv_memory_gb,question,uncompressed_kv_memory_mb,kv_memory_per_token_kb,split,answer_prefix,retained_kv_memory_gb,max_new_tokens,context_tokens,memory_budget_unit,retained_context_tokens,token_budget,compression_ratio,predicted_answer,answers
512.0,musique_128k,511.967232,17.613029376,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What shares a border with the city where the person who went to the state where the 951 area code is used during the gold rush works?
",17613.029376,147.456,test,Final Answer: ,0.511967232,256,119446.0,MB,3472.0,3472.0,0.9709324715771144,"951 is the area code for the state of California. The person who went to the state where the 951 area code is used during the gold rush is associated with the city of San Francisco. The city that shares a border with San Francisco is San Mateo. The document that mentions this is ""The 1973-1976 Gold Rush and the Birth of the 951 Area Code in California"".

**Answer:**
- The city where the",['Rio Linda']
512.0,musique_128k,511.967232,17.613029376,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: How many ethnic minorities were looked at differently in the city where the headquarters of the company that Study in Brown's record label is a part of?
",17613.029376,147.456,test,Final Answer: ,0.511967232,256,119446.0,MB,3472.0,3472.0,0.9709324715771144,"1

**Documents Used:**
- **TITLE:** How many ethnic minorities were looked at differently in the city where the headquarters of the company that Study in Brown's record label is a part of?
- **ID:** 3

**Answer List:**
- 1 ethnic minority was looked at differently in the city where the headquarters of the company that Study in Brown's record label is a part of.",['two']
512.0,musique_128k,511.967232,17.613029376,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: When was the region that lies to the north of the region where Aluf is located and the Persian Gulf created?
",17613.029376,147.456,test,Final Answer: ,0.511967232,256,119446.0,MB,3472.0,3472.0,0.9709324715771144,"1976, 1981

**Title:** The 1976-1981 period in the region where the Persian Gulf was created  
**ID:** 1981

**Title:** The 1973-1981 period in the region where the Persian Gulf was created  
**ID:** 1981

**Answer:**
- The region that lies to the north of the region where Aluf is located and",['1930']
512.0,musique_128k,511.967232,17.613029376,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What is the capital of the county that shares a border with the county whose capital is the birthplace of Erik Jensen?
",17613.029376,147.456,test,Final Answer: ,0.511967232,256,119446.0,MB,3472.0,3472.0,0.9709324715771144,"1. **Title**: ""What is the capital of the county that shares a border with the county whose capital is the birthplace of Erik Jensen?""  
   **ID**: 1

The capital of the county that shares a border with the county whose capital is the birthplace of Erik Jensen is **Copenhagen**.  
**ID**: 2

**Answer List**:
- The capital of the county that shares a border with the county whose capital is the birthplace of Erik Jensen is",['Green Bay']
512.0,musique_128k,511.967232,17.613029376,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Who won the Indy car race in the largest city and capitol of the state where the Changes Two performer is from?
",17613.029376,147.456,test,Final Answer: ,0.511967232,256,119446.0,MB,3472.0,3472.0,0.9709324715771144,"1. **Title:** ""Who won the Indy car race in the largest city and capitol of the state where the Changes Two performer is from?""  
   **ID:** 1

**Answer:**
- The ""Changes Two"" performer is from the city of Indianapolis, Indiana.
- Indianapolis is the largest city and the capitol of the state of Indiana.
- The winner of the Indy car race in Indianapolis is not explicitly mentioned in the provided documents, but it is implied that the race",['Mario Andretti']
512.0,musique_128k,511.967232,17.613029376,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Who won the Indy Car Race in the largest populated city of the state where the performer of Mingus Three is from?
",17613.029376,147.456,test,Final Answer: ,0.511967232,256,119446.0,MB,3472.0,3472.0,0.9709324715771144,"1. **Title:** ""Who won the Indy Car Race in the largest populated city of the state where the performer of Mingus Three is from?""  
   **ID:** 1

**Answer:**
- The performer of ""Mingus Three"" is **Charles Mingus**.
- The **largest populated city** in the state where Charles Mingus is from (Mississippi) is **Jackson**.
- The **Indy Car Race** in **Jackson, Mississippi** was",['Mario Andretti']
512.0,musique_128k,511.967232,17.613029376,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: When is the opening day of the league of the team with the most titles from the event after which they give out the MLB MVP award?
",17613.029376,147.456,test,Final Answer: ,0.511967232,256,119446.0,MB,3472.0,3472.0,0.9709324715771144,"1. **Title**: ""When is the opening day of the league of the team with the most titles from the event after which they give out the MLB MVP award?""  
**ID**: 1

**Answer**:  
The opening day of the league for the team with the most titles is **July 10, 1981**, which is the day of the **1981 MLB season**. This is the event after which the **MLB MVP award** is","['Thursday, March 29']"
512.0,musique_128k,511.967232,17.613029376,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: When does the regular season of the league where the team with the most titles from the series after which the MLB MVP award is given out plays?
",17613.029376,147.456,test,Final Answer: ,0.511967232,256,119446.0,MB,3472.0,3472.0,0.9709324715771144,"1. **Title**: ""When does the regular season of the league where the team with the most titles from the series after which the MLB MVP award is given out plays?""  
**ID**: 1

**Answer**: The regular season of the league where the team with the most titles from the series after which the MLB MVP award is given out plays is determined by the specific league in question. Based on the information provided, the reference to the ""series"" and ""MLB MVP award""","['March 29, 2018']"
512.0,musique_128k,511.967232,17.613029376,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: When is opening day of the season of the league that the team that has the most titles from the competition they gave out MVP awards after?
",17613.029376,147.456,test,Final Answer: ,0.511967232,256,119446.0,MB,3472.0,3472.0,0.9709324715771144,"1. **Title**: ""When is opening day of the season of the league that the team that has the most titles from the competition they gave out MVP awards after?""  
**ID**: 1

**Answer**:
- The opening day of the season of the league that the team with the most titles from the competition gave out MVP awards after is **1981**. This is based on the context that the ""Most Titles"" team is associated with the ""MVP awards""","['March 29, 2018']"
512.0,musique_128k,511.967232,17.613029376,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Who was second pick in the 1999 draft of the league that has a competition where they give out the MLB MVP award after it?
",17613.029376,147.456,test,Final Answer: ,0.511967232,256,119446.0,MB,3472.0,3472.0,0.9709324715771144,"1999 draft of the league that has a competition where they give out the MLB MVP award

**Used Documents:**
- **Title:** 1999–2000 NBA DRAFT
  **ID:** 1999-2000-NBA-DRAFT
- **Title:** 1999–2000 NHL DRAFT
  **ID:** 1999-2000-NHL-DRAFT
",['Josh Beckett']
512.0,musique_128k,511.967232,17.613029376,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: The original language of the film titled and about the city of Tito's final resting place is the co-official language of a country. Where are the headquarters for that country's national radio and TV broadcaster?
",17613.029376,147.456,test,Final Answer: ,0.511967232,256,119446.0,MB,3472.0,3472.0,0.9709324715771144,"1. **Title**: ""The Original Language of the Film titled and about the city of Tito's final resting place is the co-official language of a country.""  
   **ID**: 1

2. **Title**: ""The headquarters of the national radio and TV broadcaster of the country where the original language of the film is a co-official language.""  
   **ID**: 2

**Answer List:**
- The original language of the film titled ""Tito's final",['Pristina']
512.0,musique_128k,511.967232,17.613029376,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: A country's military branch, the equivalent of which in the US contains the Air Defense Artillery, was unprepared for the invasion of Ivo Werner's country. When was the word ""Slavs"" used in the national anthem of the unprepared country?
",17613.029376,147.456,test,Final Answer: ,0.511967232,256,119446.0,MB,3472.0,3472.0,0.9709324715771144,"1. **Title**: ""A Country's Military Branch, the Equivalent of Which in the US Contains the Air Defense Artillery, Was Unprepared for the Invasion of Ivo Werner's Country""  
   **ID**: 1  
   **Answer**: The military branch in question is the ""Air Defense Artillery"" in the US, which is equivalent to the ""Air Defense Artillery"" in the US military. The document mentions that the military branch in the unprepared country was unprepared for",['1943–1992']
512.0,musique_128k,511.967232,17.613029376,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: A country's military branch, the equivalent of which in the US contains the Air Defense Artillery, was unprepared for the invasion of the country that developed the ZH-29. When was the word ""Slavs"" used in the national anthem of the unprepared country?
",17613.029376,147.456,test,Final Answer: ,0.511967232,256,119446.0,MB,3472.0,3472.0,0.9709324715771144,"1. **Title:** ""A country's military branch, the equivalent of which in the US contains the Air Defense Artillery, was unprepared for the invasion of the country that developed the ZH-29. When was the word 'Slavs' used in the national anthem of the unprepared country?""  
**ID:** 1

2. **Title:** ""How does the military branch of the unprepared country compare to the US military branch?""  
**ID:** 2

",['1943–1992']
512.0,musique_128k,511.967232,17.613029376,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Country A developed the ZH-29 and invaded Country B because their military branch that the Air Defense Artillery is a branch of was unprepared. Country B was the only communist country to have an embassy where?
",17613.029376,147.456,test,Final Answer: ,0.511967232,256,119446.0,MB,3472.0,3472.0,0.9709324715771144,"1976-09-01

**Title:** ""Zhou Enlai and the Chinese Embassy in the Soviet Union""  
**ID:** 1976-09-01

**Answer:**
Country B was the only communist country to have an embassy in the Soviet Union.","[""Alfredo Stroessner's Paraguay""]"
512.0,musique_128k,511.967232,17.613029376,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Hana Mandlikova was born in Country A that invaded Country B because the military branch that helped Old West's local police was unprepared. Country B was the only communist country to have an embassy where?
",17613.029376,147.456,test,Final Answer: ,0.511967232,256,119446.0,MB,3472.0,3472.0,0.9709324715771144,"1. **Title:** ""Hana Mandlikova was born in Country A that invaded Country B because the military branch that helped Old West's local police was unprepared. Country B was the only communist country to have an embassy where?""  
   **ID:** 1

2. **Title:** ""Hana Mandlikova was born in Country A that invaded Country B because the military branch that helped Old West's local police was unprepared. Country B was the only communist country to have","[""Alfredo Stroessner's Paraguay""]"
512.0,musique_128k,511.967232,17.613029376,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: How were the Portuguese expelled from the country that is a natural boundary between the country that hosted the tournament and the country That Dam is located?
",17613.029376,147.456,test,Final Answer: ,0.511967232,256,119446.0,MB,3472.0,3472.0,0.9709324715771144,"0

**Title:** How were the Portuguese expelled from the country that is a natural boundary between the country that hosted the tournament and the country That Dam is located?

**ID:** 0

**Answer:**
The Portuguese were expelled from the country that is a natural boundary between the country that hosted the tournament and the country That Dam is located through a historical event known as the ""Expulsion of the Portuguese"" or ""The Flight of the Portuguese."" This event is referenced in the context of the",['The dynasty regrouped and defeated the Portuguese']
512.0,musique_128k,511.967232,17.613029376,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: When did Burma change its name to the country on the natural boundary between the country that hosted the tournament and the country where That Dam is from?
",17613.029376,147.456,test,Final Answer: ,0.511967232,256,119446.0,MB,3472.0,3472.0,0.9709324715771144,"1. **Title:** ""When did Burma change its name to the country on the natural boundary between the country that hosted the tournament and the country where That Dam is from?""  
   **ID:** 1

2. **Title:** ""When did Burma change its name to the country on the natural boundary between the country that hosted the tournament and the country where That Dam is from?""  
   **ID:** 2

**Answer List:**
- The country that hosted the tournament is the",['1989']
512.0,musique_128k,511.967232,17.613029376,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Who brought the language Hokkien to the country on the natural boundary between the country that hosted the tournament and the country where A Don is from?
",17613.029376,147.456,test,Final Answer: ,0.511967232,256,119446.0,MB,3472.0,3472.0,0.9709324715771144,"1. **Title:** ""Who brought the language Hokkien to the country on the natural boundary between the country that hosted the tournament and the country where A Don is from?""  
**ID:** 1

**Answer:**
- The language Hokkien was brought to the country on the natural boundary by the person who brought the language to the country where A Don is from.  
- The country on the natural boundary is the one where the 2008 tournament was hosted,",['Han Chinese emigrants']
512.0,musique_128k,511.967232,17.613029376,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: When was Burma's name changed to the country between the country that hosted the tournament and the country where A Don is from?
",17613.029376,147.456,test,Final Answer: ,0.511967232,256,119446.0,MB,3472.0,3472.0,0.9709324715771144,"1. **Title:** ""When was Burma's name changed to the country between the country that hosted the tournament and the country where A Don is from?""  
   **ID:** 1

The answer is: Burma's name was changed to Myanmar in 1989.",['1235']
512.0,musique_128k,511.967232,17.613029376,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Who burned down the city where Dunn Dunn's artist died in the war after which the government got involved in healthcare?
",17613.029376,147.456,test,Final Answer: ,0.511967232,256,119446.0,MB,3472.0,3472.0,0.9709324715771144,"1. **Title**: ""Who was the artist who died in the war after which the government got involved in healthcare?""  
   **ID**: 1  
   **Answer**: The artist who died in the war after which the government got involved in healthcare is **Dunn Dunn**. The war in question is the **Great War** (World War I), and the government's involvement in healthcare was a result of this conflict.

2. **Title**: ""Who was the artist who died in",['Confederate Gen. John Bell Hood']
512.0,musique_128k,511.967232,17.613029376,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: New coins by the Somali Muslim Ajuran Empire were a proclamation of independence from a nation. How were the people of that nation expelled from country that borders Thailand and Ban Nampo village's country?
",17613.029376,147.456,test,Final Answer: ,0.511967232,256,119446.0,MB,3472.0,3472.0,0.9709324715771144,"0

**Title:** New coins by the Somali Muslim Ajuran Empire were a proclamation of independence from a nation. How were the people of that nation expelled from country that borders Thailand and Ban Nampo village's country?

**ID:** 0

**Answer:**
The Somali Muslim Ajuran Empire was a historical entity that existed in the region of modern-day Somalia. It was not a formal nation-state but rather a political and military power that emerged in the 13th century. The Aj",['The dynasty regrouped and defeated the Portuguese']
512.0,musique_128k,511.967232,17.613029376,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: A country gained control of Florida after the war in which Charles Edward Nugent saw action. Besides being in different parts of that country, what other differences are there between Real Madrid and Hostafrancs's city's team?
",17613.029376,147.456,test,Final Answer: ,0.511967232,256,119446.0,MB,3472.0,3472.0,0.9709324715771144,"1. **Title**: ""A country gained control of Florida after the war in which Charles Edward Nugent saw action.""  
   **ID**: 3  
   **Answer**: The country that gained control of Florida after the war in which Charles Edward Nugent saw action is the United States. This occurred during the American Revolution, when the British were defeated and Florida was ceded to the Spanish, who later transferred it to the United States.

2. **Title**: ""Besides being in different parts",['two cities']
512.0,musique_128k,511.967232,17.613029376,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: In the top five largest urban areas in the US state in which the band performing Scars was formed, where does the city having Pathology rank?
",17613.029376,147.456,test,Final Answer: ,0.511967232,256,119446.0,MB,3472.0,3472.0,0.9709324715771144,"0

The query is not answerable based on the provided documents. The documents do not contain sufficient information to determine the ranking of the city having ""Pathology"" within the top five largest urban areas in the US state where the band performing ""Scars"" was formed.",['third-largest']
512.0,musique_128k,511.967232,17.613029376,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: When did the town WIZE is licensed in become capitol of the state where Ward Township is located?
",17613.029376,147.456,test,Final Answer: ,0.511967232,256,119446.0,MB,3472.0,3472.0,0.9709324715771144,"1. **Title:** ""When did the town WIZE is licensed in become capitol of the state where Ward Township is located?""  
   **ID:** 1

The query is asking about the historical event when the town where WIZE is licensed became the capitol of the state where Ward Township is located. However, the provided documents do not contain any information that directly answers this query. The documents mention ""Ward Township"" and ""WIZE"" in different contexts, but there is",['1839']
