retained_context_tokens,question,answer_prefix,uncompressed_kv_memory_gb,retained_kv_memory_mb,retained_kv_memory_gb,context_length,max_new_tokens,predicted_answer,context_tokens,answer,kv_memory_per_token_kb,task,uncompressed_kv_memory_mb,compression_ratio
32689.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: Joe Walker played for which team that ends their regular season with the Civil War rivalry game? ",Answer:,2.142306304,2142.306304,2.142306304,32768,32, Oregon Ducks,32689.0,['Oregon Ducks football'],65.536,qa_2,2142.306304,0.0
32424.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: What station broadcast the episode ""Marry Me a Little, Marry Me a Little More"" , of the series created by Max Mutchnick and David Kohan? ",Answer:,2.124939264,2124.939264,2.124939264,32768,32, National Broadcasting Company (NBC),32424.0,['National Broadcasting Company'],65.536,qa_2,2124.939264,0.0
34790.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: Georges-Henri Bousquet translated the work of a historian who is of what heritage? ",Answer:,2.27999744,2279.99744,2.27999744,32768,32, North African Arab,34790.0,['North African Arab'],65.536,qa_2,2279.99744,0.0
34018.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: In which city are the headquarters of the American research and scientific development company where Ravi Sethi worked as computer scientist located? ",Answer:,2.229403648,2229.403648,2.229403648,32768,32," Murray Hill, New Jersey",34018.0,['Murray Hill'],65.536,qa_2,2229.403648,0.0
32874.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: What is the full name of the viral respiratory disease in which Yi Guan's research helped to prevent the outbreak of? ",Answer:,2.154430464,2154.430464,2.154430464,32768,32, Severe acute respiratory syndrome,32874.0,['severe acute respiratory syndrome'],65.536,qa_2,2154.430464,0.0
32805.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: Which Kentucky Writers Hall of Fame author has had works published by Dim Gray Bar Press? ",Answer:,2.14990848,2149.90848,2.14990848,32768,32, Wendell Berry,32805.0,['Wendell Berry'],65.536,qa_2,2149.90848,0.0
32612.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: What director worked with Vikram Bhatt on a film starring actors Rajneesh Duggal and Adah Sharma? ",Answer:,2.137260032,2137.260032,2.137260032,32768,32, Bhushan Patel,32612.0,['Tinu Suresh Desai'],65.536,qa_2,2137.260032,0.0
32948.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question:  Robert Smith founded the multinational company headquartered in what city? ",Answer:,2.159280128,2159.280128,2.159280128,32768,32," Golden Valley, Minnesota",32948.0,"['Golden Valley, Minnesota,']",65.536,qa_2,2159.280128,0.0
33601.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: What amount was the settlement that the character from the Son of al Quada got in 2017? ",Answer:,2.202075136,2202.075136,2.202075136,32768,32, $10.5 million (USD 8 million),33601.0,['$10.5 million'],65.536,qa_2,2202.075136,0.0
33056.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: Considered the strongest recorded tropical cyclone, which cyclone had a film made about it in 2007? ",Answer:,2.166358016,2166.358016,2.166358016,32768,32, 1999 Odisha cyclone,33056.0,['1999 Odisha cyclone'],65.536,qa_2,2166.358016,0.0
