id,campaign,task,label,selection,k,window,read_chars,finding_chars,hops,metric,score,em,n,tokens_per_query,total_tokens,latency_s,root_peak_tokens,document_coverage,map_calls,abstained,errors,unfinished,run_name
geometry-cd08a63a7c8aafc8,geometry,nq_128k,"BM25 · question only · k=10 · w=8,000",aware,10,8000,0,8000,1,subspan_em,74.54545454545455,56.36363636363636,55,20257.727272727272,1114175,6.870727272727274,313.6875,0.15679732409348243,7.454545454545454,7,0,0,loft__nq_128k__Qwen_Qwen3-4B-Instruct-2507__structured__split-test__chunks-bm2510__win8000o1600__find8000__qbare
geometry-536682ef35435c6d,geometry,nq_128k,"BM25 · task + question · k=2 · w=2,000",aware,2,2000,0,2000,1,subspan_em,0.0,0.0,55,632.6545454545454,34796,0.18454545454545462,,0.004029307110591436,1.0,55,0,0,loft__nq_128k__Qwen_Qwen3-4B-Instruct-2507__structured__split-test__chunks-bm252
geometry-af1e73d4e7ac9d69,geometry,nq_128k,"BM25 · question only · k=2 · w=2,000",aware,2,2000,0,2000,1,subspan_em,80.0,60.0,55,1688.3454545454545,92859,2.8512727272727276,309.94,0.008148698179738137,1.690909090909091,5,0,0,loft__nq_128k__Qwen_Qwen3-4B-Instruct-2507__structured__split-test__chunks-bm252__qbare
geometry-a187d88a4f6a3bdc,geometry,nq_128k,"BM25 · task + question · k=2 · w=1,000",aware,2,1000,0,2000,1,subspan_em,0.0,0.0,55,606.6545454545454,33366,0.2781818181818182,,0.0037853615861506216,1.0,55,0,0,loft__nq_128k__Qwen_Qwen3-4B-Instruct-2507__structured__split-test__chunks-bm252__win1000o200
geometry-f669c646e89ec1bc,geometry,nq_128k,"BM25 · question only · k=2 · w=1,000",aware,2,1000,0,2000,1,subspan_em,63.63636363636363,43.63636363636363,55,1229.7454545454545,67636,3.445636363636363,334.625,0.004022424634980255,1.5636363636363637,7,0,0,loft__nq_128k__Qwen_Qwen3-4B-Instruct-2507__structured__split-test__chunks-bm252__win1000o200__qbare
geometry-413c07dfe1abd226,geometry,nq_128k,"BM25 · task + question · k=2 · w=4,000",aware,2,4000,0,4000,1,subspan_em,1.8181818181818181,1.8181818181818181,55,1370.4727272727273,75376,0.2898181818181818,221.0,0.010758838819303663,1.0,54,0,0,loft__nq_128k__Qwen_Qwen3-4B-Instruct-2507__structured__split-test__chunks-bm252__win4000o800__find4000
geometry-9334550112c13ff8,geometry,nq_128k,"BM25 · question only · k=2 · w=4,000",aware,2,4000,0,4000,1,subspan_em,78.18181818181819,52.72727272727272,55,2635.8545454545456,144972,3.006363636363637,306.7647058823529,0.016193547449698645,1.6727272727272726,4,0,0,loft__nq_128k__Qwen_Qwen3-4B-Instruct-2507__structured__split-test__chunks-bm252__win4000o800__find4000__qbare
geometry-f9dc5fd44aa4d6a0,geometry,nq_128k,"BM25 · task + question · k=2 · w=8,000",aware,2,8000,0,8000,1,subspan_em,1.8181818181818181,1.8181818181818181,55,2107.2181818181816,115897,0.5130909090909092,220.0,0.01748837052801588,1.0,53,0,0,loft__nq_128k__Qwen_Qwen3-4B-Instruct-2507__structured__split-test__chunks-bm252__win8000o1600__find8000
geometry-6ab57417718bc723,geometry,nq_128k,"BM25 · question only · k=2 · w=8,000",aware,2,8000,0,8000,1,subspan_em,76.36363636363637,52.72727272727272,55,4461.490909090909,245382,3.346,300.9795918367347,0.03206912452616064,1.6,6,0,0,loft__nq_128k__Qwen_Qwen3-4B-Instruct-2507__structured__split-test__chunks-bm252__win8000o1600__find8000__qbare
geometry-3e0bc731f792aebe,geometry,nq_128k,"BM25 · task + question · k=5 · w=2,000",aware,5,2000,0,2000,1,subspan_em,54.54545454545454,34.54545454545455,55,2640.818181818182,145245,2.7432727272727275,316.7837837837838,0.015790693210590765,2.981818181818182,18,0,0,loft__nq_128k__Qwen_Qwen3-4B-Instruct-2507__structured__split-test__chunks-bm255
geometry-008fd82f48733822,geometry,nq_128k,"BM25 · task + question · k=5 · w=2,000 · 2 hops",aware,5,2000,0,2000,2,subspan_em,52.72727272727272,38.18181818181819,55,4915.6,270358,5.502545454545454,373.7837837837838,0.029326228579250574,6.109090909090909,18,0,0,loft__nq_128k__Qwen_Qwen3-4B-Instruct-2507__structured__split-test__chunks-bm255__hops2
geometry-a7a6d4ce09511835,geometry,nq_128k,"BM25 · question only · k=5 · w=2,000",aware,5,2000,0,2000,1,subspan_em,78.18181818181819,61.81818181818181,55,3536.309090909091,194497,3.381636363636364,315.05882352941177,0.02028923221396241,4.127272727272727,4,0,0,loft__nq_128k__Qwen_Qwen3-4B-Instruct-2507__structured__split-test__chunks-bm255__qbare
geometry-37e3b28db2efc5ea,geometry,nq_128k,"BM25 · task + question · k=5 · w=1,000",aware,5,1000,0,2000,1,subspan_em,45.45454545454545,29.09090909090909,55,1709.1454545454546,94003,2.2365454545454546,310.2258064516129,0.008227617233413035,2.981818181818182,24,0,0,loft__nq_128k__Qwen_Qwen3-4B-Instruct-2507__structured__split-test__chunks-bm255__win1000o200
geometry-4d18b7c77df1b9ac,geometry,nq_128k,"BM25 · question only · k=5 · w=1,000",aware,5,1000,0,2000,1,subspan_em,69.0909090909091,49.09090909090909,55,2378.6545454545453,130826,3.7558181818181824,344.74,0.010101944758191869,4.0181818181818185,5,0,0,loft__nq_128k__Qwen_Qwen3-4B-Instruct-2507__structured__split-test__chunks-bm255__win1000o200__qbare
geometry-806c1679dd17d469,geometry,nq_128k,"BM25 · task + question · k=5 · w=4,000",aware,5,4000,0,4000,1,subspan_em,58.18181818181818,36.36363636363637,55,5023.763636363637,276307,3.194909090909091,314.27777777777777,0.03544398467807986,3.672727272727273,19,0,0,loft__nq_128k__Qwen_Qwen3-4B-Instruct-2507__structured__split-test__chunks-bm255__win4000o800__find4000
geometry-a97f8a0ee2bf8a72,geometry,nq_128k,"BM25 · question only · k=5 · w=4,000",aware,5,4000,0,4000,1,subspan_em,80.0,52.72727272727272,55,5961.545454545455,327885,3.9029090909090907,317.2549019607843,0.040554299291334445,4.2,4,0,0,loft__nq_128k__Qwen_Qwen3-4B-Instruct-2507__structured__split-test__chunks-bm255__win4000o800__find4000__qbare
geometry-26b62dec89f331c7,geometry,nq_128k,"BM25 · task + question · k=5 · w=8,000",aware,5,8000,0,8000,1,subspan_em,69.0909090909091,43.63636363636363,55,8751.436363636363,481329,4.376545454545456,297.59090909090907,0.06704219492853311,3.727272727272727,11,0,0,loft__nq_128k__Qwen_Qwen3-4B-Instruct-2507__structured__split-test__chunks-bm255__win8000o1600__find8000
geometry-b4cf8da759939ec9,geometry,nq_128k,"BM25 · question only · k=5 · w=8,000",aware,5,8000,0,8000,1,subspan_em,76.36363636363637,56.36363636363636,55,10636.745454545455,585021,4.679090909090909,309.4,0.08058293038987697,4.0181818181818185,5,0,0,loft__nq_128k__Qwen_Qwen3-4B-Instruct-2507__structured__split-test__chunks-bm255__win8000o1600__find8000__qbare
geometry-43b148466ac17096,geometry,nq_128k,"BM25 · task + question · k=5 · w=8,000 · read=1,500",aware,5,8000,1500,2000,1,subspan_em,10.909090909090908,3.6363636363636362,55,2062.6181818181817,113444,1.2490909090909093,286.22222222222223,0.011757562502437547,3.727272727272727,46,0,0,loft__nq_128k__Qwen_Qwen3-4B-Instruct-2507__structured__split-test__chunks-bm255__win8000o1600__mapchars1500
geometry-f0b73bad6b22ca7f,geometry,nq_128k,"BM25 · task + question · k=5 · w=8,000 · read=2,000",aware,5,8000,2000,2000,1,subspan_em,14.545454545454545,5.454545454545454,55,2572.0,141460,1.9794545454545458,359.8,0.01567675000325005,3.727272727272727,45,0,0,loft__nq_128k__Qwen_Qwen3-4B-Instruct-2507__structured__split-test__chunks-bm255__win8000o1600__mapchars2000
geometry-e1b21fc40e0b65be,geometry,nq_128k,"BM25 · task + question · k=5 · w=8,000 · read=400",aware,5,8000,400,2000,1,subspan_em,3.6363636363636362,1.8181818181818181,55,1064.9818181818182,58574,1.355818181818182,276.3333333333333,0.0031353500006500103,3.727272727272727,49,0,0,loft__nq_128k__Qwen_Qwen3-4B-Instruct-2507__structured__split-test__chunks-bm255__win8000o1600__mapchars400
geometry-e717c39d1b983355,geometry,nq_128k,"BM25 · task + question · k=5 · w=8,000 · read=4,000",aware,5,8000,4000,4000,1,subspan_em,32.72727272727273,20.0,55,4458.672727272728,245227,3.0856363636363637,321.17391304347825,0.0313535000065001,3.727272727272727,32,0,0,loft__nq_128k__Qwen_Qwen3-4B-Instruct-2507__structured__split-test__chunks-bm255__win8000o1600__mapchars4000__find4000
geometry-02228922c2349b09,geometry,nq_128k,"BM25 · task + question · k=5 · w=8,000 · read=800",aware,5,8000,800,2000,1,subspan_em,7.2727272727272725,5.454545454545454,55,1399.3818181818183,76966,0.8438181818181818,291.6,0.006270700001300021,3.727272727272727,50,0,0,loft__nq_128k__Qwen_Qwen3-4B-Instruct-2507__structured__split-test__chunks-bm255__win8000o1600__mapchars800
geometry-ff0208d1735d557a,geometry,nq_128k,"BM25 · task + question · k=5 · w=8,000 · read=8,000",aware,5,8000,8000,8000,1,subspan_em,60.0,36.36363636363637,55,8233.89090909091,452864,4.5894545454545455,298.0,0.0627070000130002,3.727272727272727,13,0,0,loft__nq_128k__Qwen_Qwen3-4B-Instruct-2507__structured__split-test__chunks-bm255__win8000o1600__mapchars8000__find8000
geometry-ebba7d91f96c9211,geometry,nq_128k,"Oracle · gold-answer windows · k=5 · w=2,000",oracle,5,2000,0,2000,1,subspan_em,80.0,60.0,55,2866.581818181818,157662,5.160727272727273,304.7647058823529,0.016387939149738972,3.1636363636363636,4,0,0,loft__nq_128k__Qwen_Qwen3-4B-Instruct-2507__structured__split-test__chunks-file5
geometry-02f72c33be957924,geometry,qampari_128k,"BM25 · task + question · k=10 · w=2,000",aware,10,2000,0,2000,1,coverage,30.12121212121212,0.0,55,7022.909090909091,386260,10.236727272727272,552.8846153846154,0.040172441816981645,7.163636363636364,3,0,0,loft__qampari_128k__Qwen_Qwen3-4B-Instruct-2507__structured__split-test__chunks-bm2510__listfmt
geometry-fbf2be91090cce6b,geometry,qampari_128k,"BM25 · task + question · k=10 · w=1,000",aware,10,1000,0,2000,1,coverage,26.848484848484848,0.0,55,4387.309090909091,241302,7.790181818181818,544.9607843137255,0.019682259102254986,6.454545454545454,4,0,0,loft__qampari_128k__Qwen_Qwen3-4B-Instruct-2507__structured__split-test__chunks-bm2510__win1000o200__listfmt
geometry-28117b29e1d558d2,geometry,qampari_128k,"BM25 · question only · k=10 · w=1,000",aware,10,1000,0,2000,1,coverage,53.87878787878788,16.363636363636363,55,5137.345454545454,282554,12.098727272727272,712.3454545454546,0.020863743066779468,8.018181818181818,0,0,0,loft__qampari_128k__Qwen_Qwen3-4B-Instruct-2507__structured__split-test__chunks-bm2510__win1000o200__qbare__listfmt
geometry-4381d47bc7c8e7c0,geometry,qampari_128k,"BM25 · task + question · k=10 · w=4,000",aware,10,4000,0,4000,1,coverage,27.21212121212121,0.0,55,11702.272727272728,643625,11.53290909090909,519.0,0.07996059335690471,6.836363636363636,2,0,0,loft__qampari_128k__Qwen_Qwen3-4B-Instruct-2507__structured__split-test__chunks-bm2510__win4000o800__find4000__listfmt
geometry-de1415825254bfe2,geometry,qampari_128k,"BM25 · task + question · k=10 · w=8,000",aware,10,8000,0,8000,1,coverage,36.848484848484844,3.6363636363636362,55,20995.745454545453,1154766,12.128363636363638,542.566037735849,0.15514954932327968,7.418181818181818,2,0,0,loft__qampari_128k__Qwen_Qwen3-4B-Instruct-2507__structured__split-test__chunks-bm2510__win8000o1600__find8000__listfmt
geometry-5e4f621069b8225c,geometry,qampari_128k,"BM25 · task + question · k=2 · w=2,000",aware,2,2000,0,2000,1,coverage,0.0,0.0,55,1079.7818181818182,59388,0.2590909090909091,291.0,0.006806349095328234,1.0,54,0,0,loft__qampari_128k__Qwen_Qwen3-4B-Instruct-2507__structured__split-test__chunks-bm252__listfmt
geometry-acc062104a14f69c,geometry,qampari_128k,"BM25 · question only · k=2 · w=2,000",aware,2,2000,0,2000,1,coverage,21.393939393939394,0.0,55,1991.9272727272728,109556,5.433090909090909,445.7647058823529,0.008615732375005307,1.8545454545454545,4,0,0,loft__qampari_128k__Qwen_Qwen3-4B-Instruct-2507__structured__split-test__chunks-bm252__qbare__listfmt
geometry-23a28096b5e7bacf,geometry,qampari_128k,"BM25 · task + question · k=2 · w=1,000",aware,2,1000,0,2000,1,coverage,0.0,0.0,55,686.7818181818182,37773,0.31527272727272726,291.0,0.003934305835449846,1.0,54,0,0,loft__qampari_128k__Qwen_Qwen3-4B-Instruct-2507__structured__split-test__chunks-bm252__win1000o200__listfmt
geometry-f4c7670f4eabc5a9,geometry,qampari_128k,"BM25 · question only · k=2 · w=1,000",aware,2,1000,0,2000,1,coverage,18.12121212121212,0.0,55,1429.8181818181818,78640,3.9418181818181814,426.96078431372547,0.004291970002308917,1.8181818181818181,4,0,0,loft__qampari_128k__Qwen_Qwen3-4B-Instruct-2507__structured__split-test__chunks-bm252__win1000o200__qbare__listfmt
geometry-395a7db4418eac2d,geometry,qampari_128k,"BM25 · task + question · k=2 · w=4,000",aware,2,4000,0,4000,1,coverage,0.7272727272727273,0.0,55,1967.2545454545455,108199,0.6363636363636365,277.6,0.013800670580572409,1.0,50,0,0,loft__qampari_128k__Qwen_Qwen3-4B-Instruct-2507__structured__split-test__chunks-bm252__win4000o800__find4000__listfmt
geometry-3c6bd1aed964241c,geometry,qampari_128k,"BM25 · task + question · k=2 · w=8,000",aware,2,8000,0,8000,1,coverage,1.8181818181818181,0.0,55,2835.163636363636,155934,0.7256363636363637,281.9,0.02079499206581658,1.0,45,0,0,loft__qampari_128k__Qwen_Qwen3-4B-Instruct-2507__structured__split-test__chunks-bm252__win8000o1600__find8000__listfmt
geometry-60562e96baf69ce6,geometry,qampari_128k,"BM25 · task + question · k=5 · w=2,000 · 2 hops",aware,5,2000,0,2000,2,coverage,26.727272727272723,9.090909090909092,55,5656.472727272727,311106,6.352545454545453,768.75,0.03125468192329533,5.654545454545454,23,0,0,loft__qampari_128k__Qwen_Qwen3-4B-Instruct-2507__structured__split-test__chunks-bm255__hops2__listfmt
geometry-ab7cc90b7c474b82,geometry,qampari_128k,"BM25 · task + question · k=5 · w=2,000",aware,5,2000,0,2000,1,coverage,7.93939393939394,0.0,55,3216.0363636363636,176882,2.612909090909091,368.875,0.0190464116945055,3.0,23,0,0,loft__qampari_128k__Qwen_Qwen3-4B-Instruct-2507__structured__split-test__chunks-bm255__listfmt
geometry-bb422edd4ff7bb27,geometry,qampari_128k,"BM25 · question only · k=5 · w=2,000",aware,5,2000,0,2000,1,coverage,38.42424242424242,1.8181818181818181,55,4377.854545454546,240782,12.448545454545451,630.6111111111111,0.0212849919744135,4.345454545454546,1,0,0,loft__qampari_128k__Qwen_Qwen3-4B-Instruct-2507__structured__split-test__chunks-bm255__qbare__listfmt
geometry-51ec0f18c0f761d7,geometry,qampari_128k,"BM25 · task + question · k=5 · w=1,000",aware,5,1000,0,2000,1,coverage,0.0,0.0,55,1518.0,83490,0.4056363636363636,291.0,0.008992074559467041,2.0,54,0,0,loft__qampari_128k__Qwen_Qwen3-4B-Instruct-2507__structured__split-test__chunks-bm255__win1000o200__listfmt
geometry-3434fd0fba22aae4,geometry,qampari_128k,"BM25 · question only · k=5 · w=1,000",aware,5,1000,0,2000,1,coverage,32.606060606060595,1.8181818181818181,55,3002.5272727272727,165139,8.386545454545457,601.3454545454546,0.010555066968641197,4.1454545454545455,0,0,0,loft__qampari_128k__Qwen_Qwen3-4B-Instruct-2507__structured__split-test__chunks-bm255__win1000o200__qbare__listfmt
geometry-f6e022de0fbc28ea,geometry,qampari_128k,"BM25 · task + question · k=5 · w=4,000",aware,5,4000,0,4000,1,coverage,11.212121212121215,0.0,55,5864.309090909091,322537,4.845090909090909,391.42105263157896,0.03942532111287603,3.6545454545454548,17,0,0,loft__qampari_128k__Qwen_Qwen3-4B-Instruct-2507__structured__split-test__chunks-bm255__win4000o800__find4000__listfmt
geometry-50133416920de485,geometry,qampari_128k,"BM25 · task + question · k=5 · w=8,000",aware,5,8000,0,8000,1,coverage,13.393939393939396,0.0,55,10058.745454545455,553231,5.731454545454544,391.04545454545456,0.07293447950127319,3.909090909090909,11,0,0,loft__qampari_128k__Qwen_Qwen3-4B-Instruct-2507__structured__split-test__chunks-bm255__win8000o1600__find8000__listfmt
geometry-f51a52218939b688,geometry,qampari_128k,"BM25 · task + question · k=5 · w=8,000 · read=1,500",aware,5,8000,1500,2000,1,coverage,1.8181818181818181,0.0,55,2307.890909090909,126934,1.1007272727272728,359.4,0.012816299312450258,3.909090909090909,45,0,0,loft__qampari_128k__Qwen_Qwen3-4B-Instruct-2507__structured__split-test__chunks-bm255__win8000o1600__mapchars1500__listfmt
geometry-da86e2679c5f11ae,geometry,qampari_128k,"BM25 · task + question · k=5 · w=8,000 · read=2,000",aware,5,8000,2000,2000,1,coverage,3.6363636363636362,0.0,55,2838.7090909090907,156129,1.4145454545454546,364.84615384615387,0.01708839908326698,3.909090909090909,42,0,0,loft__qampari_128k__Qwen_Qwen3-4B-Instruct-2507__structured__split-test__chunks-bm255__win8000o1600__mapchars2000__listfmt
geometry-d623c20d56cf1980,geometry,qampari_128k,"BM25 · task + question · k=5 · w=8,000 · read=4,000",aware,5,8000,4000,4000,1,coverage,6.545454545454546,0.0,55,4985.327272727272,274193,2.3176363636363635,377.7826086956522,0.03417679816653396,3.909090909090909,32,0,0,loft__qampari_128k__Qwen_Qwen3-4B-Instruct-2507__structured__split-test__chunks-bm255__win8000o1600__mapchars4000__find4000__listfmt
geometry-2df10e1486d1aefa,geometry,qampari_128k,"BM25 · task + question · k=5 · w=8,000 · read=400",aware,5,8000,400,2000,1,coverage,0.7272727272727273,0.0,55,1121.0181818181818,61656,0.6427272727272729,297.25,0.003417679816653398,3.909090909090909,51,0,0,loft__qampari_128k__Qwen_Qwen3-4B-Instruct-2507__structured__split-test__chunks-bm255__win8000o1600__mapchars400__listfmt
geometry-0c0e293f6d4f8c5f,geometry,qampari_128k,"BM25 · task + question · k=5 · w=8,000 · read=8,000",aware,5,8000,8000,8000,1,coverage,13.75757575757576,0.0,55,9430.4,518672,3.940545454545454,390.3953488372093,0.06835359633306792,3.909090909090909,12,0,0,loft__qampari_128k__Qwen_Qwen3-4B-Instruct-2507__structured__split-test__chunks-bm255__win8000o1600__mapchars8000__find8000__listfmt
geometry-784a53b8187a017b,geometry,qampari_128k,"BM25 · task + question · k=5 · w=8,000 · read=800",aware,5,8000,800,2000,1,coverage,0.7272727272727273,0.0,55,1525.5454545454545,83905,0.7776363636363637,350.25,0.006835359633306796,3.909090909090909,51,0,0,loft__qampari_128k__Qwen_Qwen3-4B-Instruct-2507__structured__split-test__chunks-bm255__win8000o1600__mapchars800__listfmt
geometry-4fd0a1bed58c4638,geometry,qampari_128k,"Oracle · gold-answer windows · k=5 · w=2,000",oracle,5,2000,0,2000,1,coverage,58.78787878787879,12.727272727272727,55,4601.272727272727,253070,9.464363636363636,678.2363636363636,0.021571123307900755,4.672727272727273,0,0,0,loft__qampari_128k__Qwen_Qwen3-4B-Instruct-2507__structured__split-test__chunks-file5__listfmt
archive-0,baseline,nq_128k,vanilla · whole 128k in-window · no RLM,historical,,,,,,subspan_em,50.0,,110,,,,,,,,,,
archive-1,baseline,hotpotqa_128k,vanilla · whole 128k in-window · no RLM,historical,,,,,,subspan_em,45.5,,110,,,,,,,,,,
archive-2,full55,nq_128k,A · agentic · str.find,historical,,,,,,subspan_em,50.91,,55,8807.054545454546,484388,20.266909090909092,2255.0,,,,,,
archive-3,full55,hotpotqa_128k,A · agentic · str.find,historical,,,,,,subspan_em,38.18,,55,7862.0,432410,19.299636363636363,2170.0,,,,,,
archive-4,full55,nq_128k,B · agentic · search_k=5,historical,,,,,,subspan_em,60.0,,55,15540.654545454545,854736,5.625272727272727,2562.0,,,,,,
archive-5,full55,hotpotqa_128k,B · agentic · search_k=5,historical,,,,,,subspan_em,40.0,,55,15928.89090909091,876089,6.079999999999999,2619.0,,,,,,
archive-6,full55,nq_128k,B′ rev1 · structured · BM25,historical,,,,,,subspan_em,47.27,40.0,55,3216.3818181818183,176901,5.083454545454545,315.0,,,,,,
archive-7,full55,hotpotqa_128k,B′ rev1 · structured · BM25,historical,,,,,,subspan_em,40.0,12.7,55,4108.490909090909,225967,10.050181818181818,386.0,,,,,,
archive-8,full55,nq_128k,B′ rev2 · structured · BM25,historical,,,,,,subspan_em,52.73,36.4,55,2645.581818181818,145507,4.7976363636363635,315.0,,,,,,
archive-9,full55,hotpotqa_128k,B′ rev2 · structured · BM25,historical,,,,,,subspan_em,34.55,23.599999999999998,55,3686.7272727272725,202770,9.838181818181818,386.0,,,,,,
archive-10,full55,nq_128k,abl 1 · bare query map prompt,historical,,,,,,subspan_em,43.64,,55,2495.7636363636366,137267,3.354181818181818,,,,,,,
archive-11,full55,hotpotqa_128k,abl 1 · bare query map prompt,historical,,,,,,subspan_em,25.45,,55,3423.2545454545457,188279,5.7459999999999996,,,,,,,
archive-12,full55,nq_128k,abl 2 · one merged map call,historical,,,,,,subspan_em,54.55,,55,2192.9454545454546,120612,2.0856363636363637,,,,,,,
archive-13,full55,hotpotqa_128k,abl 2 · one merged map call,historical,,,,,,subspan_em,40.0,,55,2935.8727272727274,161473,2.409272727272727,,,,,,,
archive-14,hardslice,nq_128k,A · agentic · str.find,historical,,,,,,subspan_em,27.27,,22,9480.40909090909,208569,20.644545454545455,,,,,,,
archive-15,hardslice,hotpotqa_128k,A · agentic · str.find,historical,,,,,,subspan_em,41.38,,29,6552.896551724138,190034,17.830000000000002,,,,,,,
archive-16,hardslice,nq_128k,B · agentic · search_k=5,historical,,,,,,subspan_em,4.55,,22,19194.727272727272,422284,8.023181818181818,,,,,,,
archive-17,hardslice,hotpotqa_128k,B · agentic · search_k=5,historical,,,,,,subspan_em,3.45,,29,20855.689655172413,604815,8.23103448275862,,,,,,,
archive-18,hardslice,nq_128k,B′ rev2 · structured · BM25,historical,,,,,,subspan_em,36.36,,22,2584.909090909091,56868,4.13909090909091,,,,,,,
archive-19,hardslice,hotpotqa_128k,B′ rev2 · structured · BM25,historical,,,,,,subspan_em,31.03,,29,3690.0689655172414,107012,9.484827586206897,,,,,,,
archive-20,hardslice,nq_128k,C rev1 · structured · selector,historical,,,,,,subspan_em,68.17999999999999,9.1,22,1515.1818181818182,33334,7.128181818181818,,,,,,,
archive-21,hardslice,hotpotqa_128k,C rev1 · structured · selector,historical,,,,,,subspan_em,48.28,6.9,29,2280.551724137931,66136,10.224827586206896,,,,,,,
archive-22,hardslice,nq_128k,C rev2 · structured · selector,historical,,,,,,subspan_em,63.63999999999999,40.9,22,1328.5,29227,5.595,325.0,,,,,,
archive-23,hardslice,hotpotqa_128k,C rev2 · structured · selector,historical,,,,,,subspan_em,34.48,17.2,29,2263.9655172413795,65655,11.673103448275862,456.0,,,,,,
archive-24,rev2_2x2,pooled_n110,cluster off · shape offer (B′ rev1),historical,,,,,,subspan_em,43.64,26.36,110,3662.4363636363637,402868,7.566818181818182,,,,,,,
archive-25,rev2_2x2,pooled_n110,cluster off · shape require (abl 5),historical,,,,,,subspan_em,40.0,30.91,110,3710.3454545454547,408138,7.351181818181818,,,,,,,
archive-26,rev2_2x2,pooled_n110,cluster on · shape offer (abl 3),historical,,,,,,subspan_em,47.27,10.91,110,3136.6545454545453,345032,5.918181818181818,,,,,,,
archive-27,rev2_2x2,pooled_n110,cluster on · shape require (B′ rev2),historical,,,,,,subspan_em,43.64,30.0,110,3166.1545454545453,348277,7.317909090909091,,,,,,,
archive-28,transfer,pooled_n51,C · structured · selector chunks,historical,,,,,,subspan_em,47.06,27.450000000000003,51,1860.4313725490197,94882,9.051176470588235,400.0,,,,,,
archive-29,transfer,pooled_n51,A · agentic · no chunks,historical,,,,,,subspan_em,35.29,,51,7815.745098039216,398603,19.044117647058822,,,,,,,
archive-30,transfer,pooled_n51,4c · agentic · frozen BM25,historical,,,,,,subspan_em,27.450000000000003,23.53,51,8976.823529411764,457818,5.113921568627451,1971.0,,,,,,
archive-31,transfer,pooled_n51,4 · agentic · selector chunks,historical,,,,,,subspan_em,15.690000000000001,5.88,51,82146.07843137255,4189450,26.954705882352943,5166.0,,,,,,
archive-32,transfer,pooled_n51,4c capped · agentic · frozen BM25,historical,,,,,,subspan_em,35.29,29.409999999999997,51,11421.21568627451,582482,6.020980392156862,2184.0,,,,,,
archive-33,transfer,pooled_n51,4 capped · agentic · selector chunks,historical,,,,,,subspan_em,23.53,11.76,51,67608.60784313726,3448039,22.607058823529414,5284.0,,,,,,
